Date,City,Country,Event,HillSize,Distance,RaceType,MassStart,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,SJ_Pos,CC_Pos,Age,Exp
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,18,Teja Pavec,Slovenia,209,2007-04-15T00:00:00.000000,0,"",8,25,18.743326488706366,6
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,10,Teja Pavec,Slovenia,209,2007-04-15T00:00:00.000000,0,"",10,14,18.759753593429156,7
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,14,Teja Pavec,Slovenia,209,2007-04-15T00:00:00.000000,0,"",15,18,18.76249144421629,8
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,18,Teja Pavec,Slovenia,209,2007-04-15T00:00:00.000000,0,"",15,22,18.795345653661876,9
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,27,Teja Pavec,Slovenia,209,2007-04-15T00:00:00.000000,0,"",16,27,18.798083504449007,10
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,31,Anna Kerko,Finland,211,2007-08-25T00:00:00.000000,0,"",28,30,15.501711156741957,1
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,25,Anna Kerko,Finland,211,2007-08-25T00:00:00.000000,0,"",25,28,17.322381930184804,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,19,Anna Kerko,Finland,211,2007-08-25T00:00:00.000000,0,"",21,17,18.31895961670089,1
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,24,Anna Kerko,Finland,211,2007-08-25T00:00:00.000000,0,"",23,20,18.376454483230663,2
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,23,Anna Kerko,Finland,211,2007-08-25T00:00:00.000000,0,"",22,23,18.379192334017795,3
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,25,Anna Kerko,Finland,211,2007-08-25T00:00:00.000000,0,"",30,21,18.38193018480493,4
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,26,Anna Kerko,Finland,211,2007-08-25T00:00:00.000000,0,"",26,21,18.43394934976044,5
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,22,Anna Kerko,Finland,211,2007-08-25T00:00:00.000000,0,"",27,22,18.43668720054757,6
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,24,Anna Kerko,Finland,211,2007-08-25T00:00:00.000000,0,"",28,16,18.439425051334702,7
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,28,Sofia Eggensberger,Germany,213,2007-08-24T00:00:00.000000,0,"",26,28,18.379192334017795,1
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,26,Sofia Eggensberger,Germany,213,2007-08-24T00:00:00.000000,0,"",25,28,18.38193018480493,2
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,31,Sofia Eggensberger,Germany,213,2007-08-24T00:00:00.000000,0,"",24,31,18.38466803559206,3
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,27,Sofia Eggensberger,Germany,213,2007-08-24T00:00:00.000000,0,"",19,25,18.40109514031485,4
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,26,Sofia Eggensberger,Germany,213,2007-08-24T00:00:00.000000,0,"",19,29,18.403832991101986,5
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,29,Maja Loh,Germany,215,2007-04-18T00:00:00.000000,0,"",27,30,18.729637234770706,1
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,27,Maja Loh,Germany,215,2007-04-18T00:00:00.000000,0,"",29,27,18.732375085557837,2
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,28,Maja Loh,Germany,215,2007-04-18T00:00:00.000000,0,"",18,26,18.73511293634497,3
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,29,Maja Loh,Germany,215,2007-04-18T00:00:00.000000,0,"",29,29,18.751540041067763,4
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,28,Maja Loh,Germany,215,2007-04-18T00:00:00.000000,0,"",28,26,18.754277891854894,5
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,26,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",25,26,15.162217659137577,1
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,26,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",22,26,15.16495550992471,2
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,25,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",19,28,15.241615331964407,3
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,27,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",28,26,15.24435318275154,4
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,22,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",19,22,15.394934976043805,5
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,24,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",25,25,15.416837782340862,6
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,17,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",11,25,16.139630390143736,7
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,22,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",11,26,16.142368240930868,8
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,16,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",6,22,16.18069815195072,9
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,22,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",23,23,16.257357973990416,10
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,21,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",19,18,16.26009582477755,11
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,21,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",22,18,16.292950034223136,12
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,12,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",17,11,16.295687885010267,13
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,11,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",13,9,16.298425735797398,14
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,19,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",15,22,16.366872005475702,15
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,16,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",16,24,16.375085557837096,16
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,13,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",10,18,16.410677618069816,17
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,22,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",7,23,16.413415468856947,18
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,9,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",2,28,17.136208076659823,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,7,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",3,25,17.138945927446954,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,9,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",7,18,17.17453798767967,3
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,10,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",5,20,17.1772758384668,4
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,15,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",4,26,17.28952772073922,5
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,17,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",9,21,17.29226557152635,6
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,12,Heta Hirvonen,Finland,218,2008-10-16T00:00:00.000000,0,"",8,20,17.295003422313485,7
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,19,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",18,23,16.317590691307323,1
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,24,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",18,23,16.320328542094455,2
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,20,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",23,16,16.432580424366872,3
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,14,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",18,10,16.435318275154003,4
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,14,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",16,10,16.438056125941134,5
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,22,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",22,26,16.50650239561944,6
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,27,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",28,26,16.514715947980836,7
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,4,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",4,19,17.27583846680356,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,1,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",1,13,17.27857631759069,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,4,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",2,12,17.314168377823407,3
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,5,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",3,14,17.31690622861054,4
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,10,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",7,18,17.371663244353183,5
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,6,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",5,10,17.374401095140314,6
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,11,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",7,14,17.377138945927445,7
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,14,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",8,22,17.39356605065024,8
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,5,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",6,8,17.39630390143737,9
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,10,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",5,17,17.429158110882955,10
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,10,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",7,15,17.43189596167009,11
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,9,Katharina Gruber,Austria,219,2008-08-26T00:00:00.000000,0,"",7,14,17.43463381245722,12
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,22,Tia Malovrh,Slovenia,221,2008-07-16T00:00:00.000000,0,"",20,20,15.668720054757015,1
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,16,Tia Malovrh,Slovenia,221,2008-07-16T00:00:00.000000,0,"",12,24,16.39151266255989,2
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,18,Tia Malovrh,Slovenia,221,2008-07-16T00:00:00.000000,0,"",16,19,16.39425051334702,3
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,16,Tia Malovrh,Slovenia,221,2008-07-16T00:00:00.000000,0,"",16,16,16.618754277891856,4
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,14,Tia Malovrh,Slovenia,221,2008-07-16T00:00:00.000000,0,"",18,12,16.62696783025325,5
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,16,Tia Malovrh,Slovenia,221,2008-07-16T00:00:00.000000,0,"",17,22,17.388090349075974,1
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,15,Tia Malovrh,Slovenia,221,2008-07-16T00:00:00.000000,0,"",11,23,17.4839151266256,2
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,16,Tia Malovrh,Slovenia,221,2008-07-16T00:00:00.000000,0,"",15,21,17.48665297741273,3
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,16,Tia Malovrh,Slovenia,221,2008-07-16T00:00:00.000000,0,"",12,20,17.489390828199863,4
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,18,Anna-Sophie Gredler,Austria,223,2008-01-21T00:00:00.000000,0,"",16,27,16.914442162902123,1
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,29,Anna-Sophie Gredler,Austria,223,2008-01-21T00:00:00.000000,0,"",17,29,16.917180013689254,2
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,24,Anna-Sophie Gredler,Austria,223,2008-01-21T00:00:00.000000,0,"",20,24,17.029431895961668,3
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,21,Anna-Sophie Gredler,Austria,223,2008-01-21T00:00:00.000000,0,"",22,20,17.032169746748803,4
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,18,Anna-Sophie Gredler,Austria,223,2008-01-21T00:00:00.000000,0,"",19,17,17.034907597535934,5
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,18,Anna-Sophie Gredler,Austria,223,2008-01-21T00:00:00.000000,0,"",13,31,17.872689938398356,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,26,Anna-Sophie Gredler,Austria,223,2008-01-21T00:00:00.000000,0,"",20,31,17.87542778918549,2
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,31,Anna-Sophie Gredler,Austria,223,2008-01-21T00:00:00.000000,0,"",24,32,17.96851471594798,3
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,29,Anna-Sophie Gredler,Austria,223,2008-01-21T00:00:00.000000,0,"",19,30,17.971252566735114,4
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,27,Marion Droz Vincent,France,229,2008-01-08T00:00:00.000000,0,"",26,22,17.065023956194388,1
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,20,Marion Droz Vincent,France,229,2008-01-08T00:00:00.000000,0,"",23,19,17.06776180698152,2
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,19,Marion Droz Vincent,France,229,2008-01-08T00:00:00.000000,0,"",20,19,17.07049965776865,3
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,28,Marion Droz Vincent,France,229,2008-01-08T00:00:00.000000,0,"",28,24,17.138945927446954,4
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,25,Marion Droz Vincent,France,229,2008-01-08T00:00:00.000000,0,"",23,32,17.14715947980835,5
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,30,Marion Droz Vincent,France,229,2008-01-08T00:00:00.000000,0,"",27,26,17.908281998631075,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,24,Marion Droz Vincent,France,229,2008-01-08T00:00:00.000000,0,"",23,24,17.911019849418206,2
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,21,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",20,25,19.04996577686516,1
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,22,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",19,21,20.008213552361397,2
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,22,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",22,25,20.01095140314853,3
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,23,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",17,25,20.046543463381244,4
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,6,L,22,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",20,24,20.10677618069815,5
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,7,L,13,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",16,11,20.279260780287473,6
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,8,L,19,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",20,16,20.281998631074607,7
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,22,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",21,23,21.04312114989733,8
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,19,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",19,17,21.045859000684462,9
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,20,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",16,20,21.15811088295688,10
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,21,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",17,19,21.16084873374401,11
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,20,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",18,19,21.19917864476386,12
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,20,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",21,22,21.201916495550993,13
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,20,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",21,21,22.039698836413415,14
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,22,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",26,21,22.042436687200546,15
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,22,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",26,12,22.119096509240247,16
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,15,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",26,9,22.12183436002738,17
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,22,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",20,18,22.157426420260094,18
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,23,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",24,19,22.16016427104723,19
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,10,L,18,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",16,19,23.189596167008897,20
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,12,L,18,Sophia Maurus,Germany,23,2001-11-30T00:00:00.000000,0,"",13,17,23.195071868583163,21
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,28,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",25,29,15.490759753593428,1
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,28,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",22,29,16.23545516769336,2
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,31,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",30,31,16.23819301848049,3
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,26,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",24,21,16.38877481177276,4
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,22,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",24,22,16.39151266255989,5
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,20,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",21,20,16.39425051334702,6
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,26,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",23,23,17.232032854209447,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,29,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",29,23,17.234770704996578,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,27,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",26,26,17.270362765229294,3
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,28,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",29,24,17.27310061601643,4
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,27,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",29,25,17.32785763175907,5
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,26,Nora Helene Evans,Norway,231,2008-09-11T00:00:00.000000,0,"",28,22,17.333333333333332,6
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,21,Lumia Nurmela,Finland,233,2008-04-23T00:00:00.000000,0,"",21,4,15.797399041752223,1
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,22,Lumia Nurmela,Finland,233,2008-04-23T00:00:00.000000,0,"",22,10,15.800136892539356,2
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,36,Ella Wilson,USA,236,2008-03-04T00:00:00.000000,0,"",34,35,16.985626283367555,1
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,31,Kai McKinnon,USA,237,2008-05-06T00:00:00.000000,0,"",33,20,16.813141683778234,1
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,32,Kai McKinnon,USA,237,2008-05-06T00:00:00.000000,0,"",35,14,16.82135523613963,2
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,21,Yuzuki Kainuma,Japan,239,2007-07-22T00:00:00.000000,0,"",21,20,17.49486652977413,1
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,22,Yuzuki Kainuma,Japan,239,2007-07-22T00:00:00.000000,0,"",23,17,17.49760438056126,2
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,15,Yuzuki Kainuma,Japan,239,2007-07-22T00:00:00.000000,0,"",14,15,17.530458590006845,3
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,8,Yuzuki Kainuma,Japan,239,2007-07-22T00:00:00.000000,0,"",12,9,17.533196440793976,4
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,9,Yuzuki Kainuma,Japan,239,2007-07-22T00:00:00.000000,0,"",9,13,17.535934291581107,5
