Nation,Season,Race,Place,Date,City,Country,Event,TeamSize,RaceType,Distance,MassStart,Team_Elo,Team_Individual_Elo,Team_Sprint_Elo,Team_Pursuit_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_Sprint_Pelo,Team_Pursuit_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_Sprint_Elo,Avg_Pursuit_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_Sprint_Pelo,Avg_Pursuit_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberSexes,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Slovenia,2018,25,14,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,5696.571838914008,5795.715258888158,5521.1499222955545,5183.38835740441,5180.391102837036,5702.0137173220555,5536.7706385721785,5509.5344132153905,5229.194053826468,5185.26381973056,1424.142959728502,1448.9288147220395,1380.2874805738886,1295.8470893511026,1295.097775709259,1425.5034293305139,1384.1926596430446,1377.3836033038476,1307.298513456617,1296.31595493264,"Klemen Bauer,Jakov Fak,Anja Erzen,Urska Poje","M,M,L,L","33,19,1077,1086",27.193702943189596,32.114989733059545,20.78302532511978,166.0,312,34
USA,2018,25,15,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,5714.014888771529,5743.829581322234,5656.8584919024925,5450.026952135486,5128.300413362109,5721.864758894886,5716.462984794451,5751.359220540257,5438.400187758864,5146.550248644492,1428.5037221928822,1435.9573953305585,1414.2146229756231,1362.5067380338714,1282.0751033405272,1430.4661897237215,1429.1157461986127,1437.8398051350644,1359.600046939716,1286.637562161123,"Tim Burke,Lowell Bailey,Susan Dunklee,Joanne Reid","M,M,L,L","47,41,676,1754",32.57905544147844,36.60232717316906,25.648186173853524,221.75,338,32
Poland,2018,25,16,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,4922.346434658244,4788.02112062718,5123.191033220125,5008.127448334233,5078.328080038829,4923.339218215282,4812.471993345196,5133.5152992503545,5073.221615497973,5080.642011582034,1230.586608664561,1197.005280156795,1280.7977583050313,1252.0318620835583,1269.5820200097073,1230.8348045538205,1203.117998336299,1283.3788248125886,1268.3054038744933,1270.1605028955084,"Grzegorz Guzik,Andrzej Nedza-Kubiniec,Kamila Zuk,Magdalena Gwizdon","M,M,L,L","1071,1238,1554,63",27.996577686516083,38.548939082819984,20.257357973990416,150.75,497,11
Bulgaria,2018,25,17,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,5235.271067558528,5533.77201536448,5239.93879118027,5061.415444259396,5028.048259363178,5242.264732052291,5538.472580251927,5263.034538148942,5116.276316417902,5038.932282107166,1308.817766889632,1383.44300384112,1309.9846977950674,1265.353861064849,1257.0120648407944,1310.5661830130728,1384.6181450629817,1315.7586345372356,1279.0690791044756,1259.7330705267916,"Vladimir Iliev,Krasimir Anev,Daniela Kadeva,Emilia Yordanova","M,M,L,L","123,32,1228,553",28.637234770705,30.93223819301848,24.136892539356605,170.75,239,24
Kazakhstan,2018,25,18,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,5109.557037366613,5113.495145151471,5025.563754177689,5151.501031873178,5109.735571147161,5117.445761468477,5162.583254466956,5029.801807747082,5191.728534927298,5125.154106072004,1277.3892593416533,1278.3737862878677,1256.3909385444222,1287.8752579682946,1277.4338927867902,1279.3614403671193,1290.645813616739,1257.4504519367706,1297.9321337318245,1281.288526518001,"Roman Yeremin,Maxim Braun,Alina Kolomiyets,Galina Vishnevskaya-Sheporenko","M,M,L,L","1353,1014,509,840",24.12457221081451,26.521560574948666,21.100616016427104,64.5,102,12
Lithuania,2018,25,19,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,4753.6111167711,4582.246588202377,4863.116633341409,4861.801932902287,5096.634979429711,4759.838066224251,4617.751541630475,4816.979322562754,4830.030511932957,5110.635650886388,1188.402779192775,1145.5616470505943,1215.7791583353523,1215.4504832255718,1274.1587448574278,1189.9595165560627,1154.4378854076188,1204.2448306406884,1207.5076279832392,1277.658912721597,"Vytautas Strolia,Tomas Kaukenas,Natalija Kocergina,Diana Rasimoviciute-Brice","M,M,L,L","1164,489,906,83",36.45653661875428,51.18412046543463,27.808350444900753,132.75,214,68
Slovakia,2018,25,20,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,5957.974959241996,5782.058126697992,5822.765763341363,5282.155629584312,5257.207598349751,5979.941708065775,5740.750229191677,5748.9235451731765,5247.212763830419,5245.022641754869,1489.493739810499,1445.514531674498,1455.6914408353407,1320.538907396078,1314.3018995874377,1494.9854270164437,1435.1875572979193,1437.2308862932941,1311.8031909576048,1311.2556604387173,"Matej Kazar,Martin Otcenas,Paulina Batovska Fialkova,Anastasiya Kuzmina","M,M,L,L","76,573,947,12",31.019849418206704,34.784394250513344,25.322381930184804,165.0,226,105
Italy,2018,29,1,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,6619.878335248268,5989.460824070144,6467.816793422798,5838.210213085269,5213.488339100973,6609.992880683873,6102.168579994964,6390.758248894203,5797.317459632754,5192.924083613438,1654.969583812067,1497.365206017536,1616.9541983556994,1459.5525532713173,1303.3720847752431,1652.4982201709684,1525.542144998741,1597.6895622235506,1449.3293649081886,1298.2310209033594,"Dominik Windisch,Lukas Hofer,Dorothea Wierer,Lisa Vittozzi","M,M,L,L","524,9,54,1292",26.95208761122519,28.44079397672827,23.093771389459274,184.0,254,91
Ukraine,2018,29,2,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5979.263384644191,5585.659968478105,5952.715492121453,5530.947558467589,5188.655236038336,5963.592704668796,5711.977778849117,6006.5450661863115,5565.058576836682,5198.846650357472,1494.8158461610478,1396.4149921195262,1488.1788730303633,1382.7368896168973,1297.163809009584,1490.898176167199,1427.9944447122793,1501.6362665465779,1391.2646442091705,1299.711662589368,"Dmytro Pidruchnyi,Artem Pryma,Vita Semerenko,Anastasiya Merkushyna","M,M,L,L","471,592,18,1289",28.103353867214235,32.139630390143736,23.151266255989047,132.25,226,52
Norway,2018,29,3,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,6324.973788004541,6044.52865515898,6060.810905082056,5661.846341512147,5317.149482144155,6315.991473778908,5964.494864811149,6046.093512424928,5639.378903041345,5294.83629222541,1581.2434470011353,1511.132163789745,1515.202726270514,1415.4615853780367,1329.2873705360387,1578.997868444727,1491.1237162027871,1511.523378106232,1409.8447257603364,1323.7090730563525,"Tarjei Bø,Henrik L'Abée-Lund,Synnøve Solemdal,Tiril Eckhoff","M,M,L,L","3,62,46,473",29.547570157426417,31.956194387405887,27.802874743326488,156.0,195,111
Russia,2018,29,4,2018-03-10,Kontiolahti,Finland,World Cup,3,Mixed Relay,N/A,0,4378.719845362724,4175.269442524073,4337.4624927529885,4046.5165786023636,3818.1265859438563,4368.78238789985,4081.9243254075836,4274.06901764873,4048.551102348451,3825.514600638254,1459.5732817875748,1391.7564808413579,1445.8208309176628,1348.8388595341212,1272.7088619812855,1456.2607959666166,1360.6414418025279,1424.6896725495765,1349.5170341161504,1275.1715335460847,"Maxim Tsvetkov,Dmitry Malyshko,Uliana Nigmatullina","M,M,L","889,822,1222",27.05452886151038,30.976043805612594,24.005475701574262,82.33333333333333,140,16
Finland,2018,29,4,2018-03-10,Kontiolahti,Finland,World Cup,1,Mixed Relay,N/A,0,1461.888267723893,1442.3654628477698,1438.8242568240541,1333.7273572175413,1277.7777579533438,1458.8647886740096,1378.162017190392,1416.095854154557,1326.4724555104606,1287.1642185745195,1461.888267723893,1442.3654628477698,1438.8242568240541,1333.7273572175413,1277.7777579533438,1458.8647886740096,1378.162017190392,1416.095854154557,1326.4724555104606,1287.1642185745195,Daria Virolainen,L,1235,29.12251882272416,29.12251882272416,29.12251882272416,74.0,74,74
France,2018,29,5,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,6597.861231488919,6227.536527280874,6432.622093829269,5898.2949270204,5297.588982615711,6596.8316196629585,6300.485504882061,6355.410733568982,5898.121559596032,5314.1466731597275,1649.4653078722297,1556.8841318202185,1608.1555234573173,1474.5737317551,1324.3972456539277,1649.2079049157396,1575.1213762205152,1588.8526833922456,1474.530389899008,1328.5366682899319,"Simon Desthieux,Quentin Fillon Maillet,Anais Bescond,Marie Dorin Habert","M,M,L,L","490,992,26,10",28.593429158110883,31.72347707049966,25.56331279945243,195.75,274,123
Sweden,2018,29,6,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,6086.877101728309,5909.101114461803,5676.574293528733,5237.474767383416,5193.380990962221,6081.938655773734,5612.7942449991615,5604.35603479173,5135.576732536198,5186.537590190501,1521.7192754320772,1477.2752786154508,1419.1435733821831,1309.368691845854,1298.3452477405554,1520.4846639434336,1403.1985612497904,1401.0890086979325,1283.8941831340494,1296.6343975476252,"Jesper Nelin,Sebastian Samuelsson,Hanna Öberg,Linn Gestblom","M,M,L,L","1266,1345,1384,1301",23.1088295687885,25.43189596167009,20.95003422313484,44.0,51,34
Germany,2018,29,7,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,6704.236170650684,6310.511978503473,6504.047339563547,5809.273729828521,5342.535137255699,6708.902705951513,6147.362948796463,6449.334823544447,5748.33563098592,5318.432496422917,1676.059042662671,1577.6279946258683,1626.0118348908868,1452.3184324571303,1335.6337843139247,1677.2256764878782,1536.8407371991157,1612.3337058861118,1437.08390774648,1329.6081241057293,"Benedikt Doll,Erik Lesser,Franziska Hildebrand,Franziska Preuß","M,M,L,L","474,147,619,926",28.183436002737853,30.962354551676935,23.99726214921287,149.75,188,105
Austria,2018,29,8,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5169.139107785498,5060.098619593531,5212.012400025829,4982.182211911657,5141.807295504808,5155.2884506185255,5091.156471655176,5222.823752954639,5031.918954304705,5171.6794763578855,1292.2847769463744,1265.0246548983828,1303.0031000064573,1245.5455529779142,1285.451823876202,1288.8221126546314,1272.789117913794,1305.7059382386597,1257.9797385761763,1292.9198690894714,"Daniel Mesotitsch,Tobias Eberhard,Katharina Komatz,Christina Rieder","M,M,L,L","26,40,486,914",31.572895277207394,41.79876796714579,24.194387405886378,160.0,388,40
USA,2018,29,9,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5474.9372403457055,5536.849690702862,5385.137585285573,5120.3354868797105,5161.229459317324,5467.950364828568,5540.938803155261,5312.7811183259,5117.174967597366,5187.271086517232,1368.7343100864264,1384.2124226757155,1346.2843963213932,1280.0838717199276,1290.307364829331,1366.987591207142,1385.2347007888152,1328.195279581475,1279.2937418993415,1296.817771629308,"Sean Doherty,Tim Burke,Joanne Reid,Clare Egan","M,M,L,L","1073,47,1754,1345",28.713210130047912,36.09582477754962,22.754277891854894,130.0,341,35
Slovakia,2018,29,10,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5394.575814459287,5117.196952594884,5396.803095392676,5040.615018783072,5130.725363128743,5388.493031245008,5213.334088712752,5335.546014939951,5050.367101120527,5144.830831085443,1348.6439536148218,1279.299238148721,1349.200773848169,1260.153754695768,1282.6813407821858,1347.123257811252,1303.333522178188,1333.8865037349879,1262.5917752801317,1286.2077077713607,"Simon Bartko,Martin Otcenas,Paulina Batovska Fialkova,Ivona Fialkova","M,M,L,L","1133,573,947,548",33.06091718001369,53.034907597535934,23.29637234770705,74.5,128,9
Belarus,2018,29,11,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5706.320682236821,5647.360126485426,5608.27592855369,5138.923200897542,5145.537642893129,5706.908001524456,5567.849709471855,5629.3286127673155,5131.548541592573,5155.763497689362,1426.5801705592053,1411.8400316213565,1402.0689821384226,1284.7308002243856,1286.3844107232821,1426.727000381114,1391.9624273679638,1407.3321531918289,1282.8871353981433,1288.9408744223406,"Vladimir Chepelin,Sergey Bocharnikov,Nadezhda Skardino,Nadzeya Pisareva","M,M,L,L","132,1375,25,91",30.57768651608487,32.95277207392197,29.650924024640656,149.5,305,45
Kazakhstan,2018,29,12,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,4974.959819105927,5054.095405139378,4953.7491530467205,4919.01888673895,5116.516672917522,4967.307693396867,5107.510193981294,4925.004406664422,4980.675625929502,5123.34530466049,1243.7399547764817,1263.5238512848446,1238.4372882616801,1229.7547216847374,1279.1291682293804,1241.8269233492167,1276.8775484953235,1231.2511016661056,1245.1689064823754,1280.8363261651225,"Vassiliy Podkorytov,Roman Yeremin,Alina Kolomiyets,Darya Klimina","M,M,L,L","1128,1353,509,575",32.572895277207394,54.064339493497606,21.149897330595483,71.75,125,15
Finland,2018,29,13,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5357.684838040681,5186.047375019594,5374.793459019952,5041.881667565976,5106.491377043445,5357.969877236374,5374.1132487628,5369.639568446106,5027.891078646254,5124.163369639487,1339.4212095101702,1296.5118437548986,1343.698364754988,1260.470416891494,1276.6228442608613,1339.4924693090934,1343.5283121907,1342.4098921115265,1256.9727696615635,1281.0408424098719,"Olli Hiidensalo,Tero Seppälä,Venla Lehtonen,Mari Eder","M,M,L,L","920,1427,2309,57",25.638603696098563,30.33264887063655,22.12183436002738,82.0,211,10
Czechia,2018,29,14,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5650.21284367959,5560.772722795875,5619.075178653788,5211.691176384125,5095.947736000228,5657.119860276475,5611.883084847881,5648.177830631414,5201.529317140866,5124.375848965383,1412.5532109198975,1390.1931806989687,1404.768794663447,1302.9227940960313,1273.986934000057,1414.2799650691188,1402.9707712119703,1412.0444576578534,1300.3823292852164,1281.0939622413457,"Michal Krcmar,Adam Vaclavik,Jessica Jislova,Eva Kristejn Puskarčíková","M,M,L,L","477,1062,958,493",25.49486652977413,27.1813826146475,23.616700889801507,84.25,138,35
Estonia,2018,29,15,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,4907.315974251409,5037.905872989438,4925.873516120651,4948.084534955585,5113.621254813844,4905.586845600782,5088.012561388757,4981.642624504931,4976.191563150551,5139.992113078439,1226.8289935628522,1259.4764682473594,1231.4683790301629,1237.0211337388962,1278.405313703461,1226.3967114001955,1272.0031403471892,1245.4106561262327,1244.0478907876377,1284.9980282696097,"Kalev Ermits,Kauri Koiv,Regina Ermits,Tuuli Tomingas","M,M,L,L","891,134,1314,1245",26.344969199178642,34.625598904859686,22.105407255304584,74.0,197,15
Japan,2018,29,16,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,4668.529108484922,4681.447526788728,4695.719054390166,5008.4323301399145,5107.555280097037,4665.874716578421,4847.193342910708,4657.451398783642,5063.877455620992,5119.989484104584,1167.1322771212306,1170.361881697182,1173.9297635975415,1252.1080825349786,1276.8888200242593,1166.4686791446052,1211.798335727677,1164.3628496959104,1265.969363905248,1279.997371026146,"Tsukasa Kobonoki,Kazuya Inomata,Rina Mitsuhashi,Sari Maeda","M,M,L,L","918,112,1082,1677",35.60438056125941,56.00547570157426,26.261464750171115,49.0,59,39
Canada,2018,29,17,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5374.932507885252,5399.15745862957,5339.915677030431,4913.417914084201,5132.472368025083,5384.579763569729,5295.584214734678,5347.7420535699985,4955.3416545880655,5162.766397797845,1343.733126971313,1349.7893646573925,1334.9789192576077,1228.3544785210502,1283.1180920062707,1346.1449408924323,1323.8960536836696,1336.9355133924996,1238.8354136470164,1290.6915994494611,"Brendan Green,Scott Gow,Emma Lunder,Julia Ransom","M,M,L,L","46,481,501,1013",27.574264202600958,31.345653661875428,25.092402464065707,103.75,188,43
Bulgaria,2018,29,18,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,4884.501183226807,5089.621867246846,4893.189575691069,5020.833487646994,5062.279032369119,4889.709452216759,5018.009285232757,4824.92325481392,5067.408683327163,5072.897178090905,1221.1252958067018,1272.4054668117114,1223.2973939227672,1255.2083719117486,1265.5697580922797,1222.4273630541898,1254.5023213081893,1206.23081370348,1266.8521708317908,1268.2242945227263,"Vladimir Iliev,Dimitar Gerdzhikov,Desislava Stoyanova,Daniela Kadeva","M,M,L,L","123,1005,869,1228",26.75838466803559,30.981519507186857,24.186173853524984,111.25,233,27
Switzerland,2018,29,19,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5562.40454056904,5344.794850709675,5511.650266043714,5111.715780060134,5103.390012458202,5579.373882152094,5189.883966956917,5494.058327390298,5066.161975246549,5138.632200812799,1390.60113514226,1336.1987126774188,1377.9125665109284,1277.9289450150336,1275.8475031145506,1394.8434705380234,1297.4709917392292,1373.5145818475744,1266.5404938116374,1284.6580502031998,"Jeremy Finello,Mario Dolder,Lena Häcki-Gross,Elisa Gasparin","M,M,L,L","1200,521,1238,487",30.939082819986307,47.08008213552361,22.691307323750856,96.0,129,53
Lithuania,2018,29,20,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,4696.706332495123,4582.246588202377,4789.336830381166,4861.801932902287,5096.634979429712,4703.612653532157,4617.751541630476,4863.116633341409,4830.030511932957,5110.635650886388,1174.1765831237808,1145.5616470505943,1197.3342075952914,1215.4504832255718,1274.158744857428,1175.9031633830393,1154.437885407619,1215.7791583353523,1207.5076279832392,1277.658912721597,"Vytautas Strolia,Tomas Kaukenas,Diana Rasimoviciute-Brice,Natalija Kocergina","M,M,L,L","1164,489,83,906",36.50581793292265,51.233401779603014,27.85763175906913,134.75,216,70
Slovenia,2018,29,21,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,4997.152708345546,5170.352279633729,4964.439377560655,4950.702317017671,5107.555280097037,5010.294025827849,5350.426642605272,5019.812309591879,5008.581667889878,5119.989484104584,1249.2881770863864,1292.5880699084323,1241.1098443901637,1237.6755792544177,1276.8888200242593,1252.5735064569621,1337.606660651318,1254.9530773979698,1252.1454169724695,1279.997371026146,"Mitja Drinovec,Miha Dovzan,Nina Zadravec,Polona Klemencic","M,M,L,L","1379,1098,1591,1606",29.63381245722108,56.02737850787132,19.564681724845997,21.5,58,2
Poland,2018,29,22,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,5108.1767165029205,5164.014153940225,5110.628389197566,4949.419421699507,5108.588184692693,5125.22219954513,5059.818385470227,5161.122260084915,5006.081186228959,5115.454877267264,1277.0441791257301,1291.0035384850562,1277.6570972993916,1237.3548554248769,1277.1470461731733,1281.3055498862825,1264.9545963675569,1290.2805650212288,1251.5202965572398,1278.863719316816,"Grzegorz Guzik,Marcin Szwajnos,Monika Hojnisz-Staręga,Kinga Zblyut","M,M,L,L","1071,1421,74,1297",24.055441478439423,26.55441478439425,20.216290212183434,66.0,159,2
South Korea,2018,29,23,2018-03-10,Kontiolahti,Finland,World Cup,4,Mixed Relay,N/A,0,4473.221232993144,4682.649660727806,4550.502264098752,4957.633273391785,5107.555280097037,4484.280740016369,4796.641764400629,4625.065039823733,4963.340367416899,5119.989484104584,1118.305308248286,1170.6624151819515,1137.625566024688,1239.4083183479463,1276.8888200242593,1121.0701850040923,1199.1604411001572,1156.2662599559333,1240.8350918542249,1279.997371026146,"Dujin Choi,Yonggyu Kim,Eunjung Ko,Ji-Hee Mun","M,M,L,L","1227,931,1359,124",24.676249144421625,29.60164271047228,21.760438056125942,55.5,152,4
