Skier,Nation,Price,ID,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo,Race1_Prob,Race2_Prob,Race3_Prob,Race4_Prob
Marc Colell Pantebre,Spain,0.0,17552,1197.2629836273702,1159.9392014416103,1182.2789554553342,1244.732752812116,1315.4778272891413,1259.8786585631526,1375.711154375701,1181.6160808601674,1288.548614540577,0.0,0.0,0.0,0.0
Jaume Pueyo,Spain,0.0,12682,1321.6561578172732,1185.8420978847012,1190.200482045886,1261.9800335254467,1472.2459980426645,1340.0827530642473,1557.3054026303475,1232.3274121893226,1445.1386178733633,0.0,0.0,0.0,0.0
Bernat Selles Gasch,Spain,0.0,17556,1189.706424348862,1165.0914032625133,1182.3458556366688,1249.607752812116,1264.2146024490137,1286.637121445414,1232.3051991147772,1201.9997825674805,1202.962020329083,0.0,0.0,0.0,0.0
Edvin Anger,Sweden,0.0,14039,1659.2718027521803,1590.499641554524,1590.906919375692,1426.5669782888046,1697.5778572953573,1562.464143551664,1719.6223537445155,1637.7080713295663,1529.0578171133368,0.0,0.0,0.0,0.0
Gustaf Berglund,Sweden,0.0,340,1261.2838255764332,1248.932134372232,1281.1027542529134,1239.9017409518754,1281.9522881664302,1276.644423830083,1259.7870139317383,1281.8095618161788,1232.225401968802,0.0,0.0,0.0,0.0
Truls Gisselman,Sweden,0.0,12782,1538.0509396928103,1507.546569595772,1462.4203921172405,1371.7791608096643,1351.953681378269,1339.4264094741682,1320.389700650317,1469.886426886591,1396.3403243686912,0.0,0.0,0.0,0.0
Anton Grahn,Sweden,0.0,18667,1421.9768376509862,1286.8280122977408,1330.7907615587617,1255.7440608698969,1519.6475081521055,1505.25312475223,1408.256934177642,1469.8525097080535,1312.2706299085537,0.0,0.0,0.0,0.0
Johan Häggström,Sweden,0.0,4399,1409.2668308769876,1374.0967476758412,1332.3476336983056,1372.2054900807814,1477.696905478129,1470.3701604132104,1458.5168828422154,1407.9284662633331,1398.7983282563089,0.0,0.0,0.0,0.0
Calle Halfvarsson,Sweden,0.0,73,1540.5437279773334,1542.500440954948,1500.2731437808009,1466.0956302516165,1530.5180863510209,1536.0021294847395,1466.2507220379125,1528.5128910859137,1473.895944743744,0.0,0.0,0.0,0.0
Alvar Myhlback,Sweden,0.0,19652,1472.6910787966283,1383.672265271388,1374.3748304792664,1306.22203535083,1485.1224473995478,1455.713130321499,1374.8120791277404,1460.4821863703323,1371.134163487496,0.0,0.0,0.0,0.0
William Poromaa,Sweden,0.0,12573,1570.3082318790923,1607.4229573377363,1570.904453469874,1531.6549321315076,1315.7687289427313,1310.1779792429083,1306.3951713302508,1532.4925620805616,1495.6268917101206,0.0,0.0,0.0,0.0
Valerio Grond,Switzerland,0.0,12164,1431.0305549063564,1253.6351928352028,1288.9085196957094,1248.9772690056543,1673.748603284626,1532.5291779018078,1688.221730617715,1415.6307581805231,1482.3099395599618,0.0,0.0,0.0,0.0
Beda Klee,Switzerland,0.0,3651,1493.6387722647364,1494.82368204635,1445.423410013904,1445.6890814192357,1260.7099357984926,1236.9112166747138,1267.2125820047545,1438.696059451718,1450.1648071459306,0.0,0.0,0.0,0.0
Noe Näff,Switzerland,0.0,19984,1375.5322951077535,1267.3970541629146,1249.4865763865278,1297.5235161936162,1455.578377490376,1333.3463308150613,1462.407201947383,1302.2851325409465,1399.5848928389885,0.0,0.0,0.0,0.0
Janik Riebli,Switzerland,0.0,7725,1522.6276861988908,1324.4865256700853,1254.4491435979724,1328.965179086612,1621.970809427503,1418.8187938817368,1700.4412350377754,1350.311313372599,1566.030809201721,0.0,0.0,0.0,0.0
Nicola Wigger,Switzerland,0.0,12697,1350.3880989900229,1349.374212526665,1350.22800143329,1281.5267417761768,1238.4883812821588,1305.8770704851,1197.2276070271273,1359.15457282696,1249.491453375001,0.0,0.0,0.0,0.0
Chieh-Han Lee,Taiwan,0.0,19988,1237.344117108686,1230.1518069458066,1275.08828205419,1266.714195508833,1244.225923648492,1295.1628749938632,1234.0560392046807,1266.3815314039837,1235.246119142501,0.0,0.0,0.0,0.0
Mark Chanloung,Thailand,0.0,5172,985.9373427391652,987.6074521347272,1048.76136844144,1078.0549528643917,1120.6051515102938,1186.1136445917084,1098.4175111934128,1036.6652702011097,1042.228901982172,0.0,0.0,0.0,0.0
Abdullah Yilmaz,Turkey,0.0,6740,1110.7369099539042,1166.607565369742,1181.5027505776395,1271.5835107959672,1269.553721385631,1277.0219433939144,1271.0610207882592,1130.5349026123902,1258.1350482204803,0.0,0.0,0.0,0.0
Johnny Hagenbuch,USA,0.0,12699,1394.1919819001896,1384.7227788763803,1262.241668292669,1392.162891725141,1307.6752998900092,1285.4914187495654,1310.27565229739,1266.1255378353835,1420.622108807672,0.0,0.0,0.0,0.0
Zak Ketterson,USA,0.0,5988,1498.1285419824435,1439.225279128121,1352.703800087916,1419.391259613814,1470.9220465779251,1423.274539898368,1413.7844704801762,1405.5119537505066,1482.5913698970562,0.0,0.0,0.0,0.0
Zanden McMullen,USA,0.0,12698,1389.575565912819,1394.85753143504,1345.5624462637988,1394.9701861974695,1353.1277776370268,1343.211135635359,1330.3133361609555,1349.362349771013,1397.2691781737044,0.0,0.0,0.0,0.0
Ben Ogden,USA,0.0,9179,1618.532790018368,1524.4503928588558,1440.6858592004403,1461.9722533487025,1697.86412593125,1572.223484700057,1696.9801856300055,1526.7664496285042,1609.1466029395722,0.0,0.0,0.0,0.0
James Clinton Schoonmaker,USA,0.0,9201,1507.568960356174,1379.2544418496352,1291.7311982804874,1351.3890665409615,1546.2320917121242,1466.7216688806102,1563.8067693592063,1395.570002999432,1516.3635737719278,0.0,0.0,0.0,0.0
Gus Schumacher,USA,0.0,9172,1735.6124775945912,1698.523400843692,1556.977719198362,1579.501916876966,1585.5232706012907,1435.8607796038316,1613.1373432232526,1570.7343073641234,1671.4644377821007,0.0,0.0,0.0,0.0
Hunter Wonders,USA,0.0,5946,1297.0513954411624,1298.8405218314088,1312.0383959116407,1284.284679057199,1242.8511506956895,1255.8312601488285,1262.7879720528877,1301.5125938883857,1282.5939893643565,0.0,0.0,0.0,0.0
Jack Young,USA,0.0,14687,1357.0061584421906,1198.1039765497994,1181.3899328539956,1272.9693762056495,1504.840995800883,1308.885322995317,1621.9536780945714,1224.7596141830718,1481.341025122695,0.0,0.0,0.0,0.0
Dmytro Dragun,Ukraine,0.0,8058,1081.838631819832,1081.1592405267145,1144.5675923042363,1136.687862767811,1178.8543238521484,1204.1365800963608,1160.0230983918143,1119.2643981176525,1115.9072761354444,0.0,0.0,0.0,0.0
Oleksandr Lisohor,Ukraine,0.0,13173,1077.9451732006448,1115.5553005729914,1219.0964027408747,1153.6203971756247,1173.887231656047,1173.14147203306,1219.301396596914,1138.4637510335806,1120.1494960978664,0.0,0.0,0.0,0.0
Nicolas Claveau-Laviolette,Venezuela,0.0,18755,1181.1336756207256,1230.9035195341685,1227.8006330395667,1279.7566856018695,1242.031495750061,1237.8714434417575,1276.7790744674562,1184.1144418930971,1254.451769098058,0.0,0.0,0.0,0.0
