"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Race2_Prob","Race3_Prob","Race4_Prob","Sex"
"Arya Aminazad","Arya Aminazad",8464,"Iran",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1283.98228916992,1252.06881002526,1274.13044157597,1290.73234351431,1294.50044942345,1289.22828769153,1284.73009698778,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Marko Semerdzhiev","Marko Semerdzhiev",7200,"Bulgaria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1266.50743331609,1252.06881002526,1274.13044157597,1281.68210630809,1287.41541319998,1289.22828769153,1269.08044153166,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Luis Stucky","Luis Stucky",8589,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1303.04982203631,1252.06881002526,1274.13044157597,1301.9007148348,1300.82116079275,1289.22828769153,1302.57359501394,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Oliver Tabacko","Oliver Tabacko",8338,"Slovakia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1298.8302848466,1252.06881002526,1274.13044157597,1300.9007148348,1298.64116079275,1289.22828769153,1298.55112170546,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Daen Bruin","Daen Bruin",8668,"Netherlands",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1299.12520976957,1252.06881002526,1274.13044157597,1299.9007148348,1277.54675735995,1289.22828769153,1298.76932494372,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Kristoffer Jakobsen","Kristoffer Jakobsen",2765,"Sweden",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1421.44027157128,1252.06881002526,1274.13044157597,1298.98413708564,1424.55420452585,1289.22828769153,1423.30675703099,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.56140350877193,"M"
"Fabian Gratz","Fabian Gratz",4358,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1358.25905499303,1252.06881002526,1274.13044157597,1354.33693123844,1285.18043431227,1289.22828769153,1356.53870080642,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.7,0.0175438596491228,"M"
"Jules Michel-Mazan","Jules Michel-Mazan",8203,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1293.88315774168,1252.06881002526,1274.13044157597,1273.82863896548,1293.9993382724,1289.22828769153,1294.16961784512,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Ramon Zenhäusern","Ramon Zenhäusern",2427,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1374.19921011218,1252.06881002526,1274.13044157597,1302.11982534344,1373.70805134003,1289.22828769153,1376.38091211524,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.789473684210526,"M"
"Noel Major","Noel Major",8208,"Hungary",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1288.97355575576,1252.06881002526,1274.13044157597,1292.82116125984,1298.64116079275,1289.22828769153,1290.57126762364,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Fabio Gstrein","Fabio Gstrein",3066,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1507.49026196493,1252.06881002526,1274.13044157597,1193.95754334015,1553.92423431038,1289.22828769153,1505.24898741733,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.26,0.859649122807018,"M"
"Aoi Hashikura","Aoi Hashikura",8562,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1286.86314846371,1252.06881002526,1274.13044157597,1295.29508125369,1293.54419770258,1289.22828769153,1287.57818048159,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Stefan Brennsteiner","Stefan Brennsteiner",2436,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1612.40938436286,1252.06881002526,1274.13044157597,1600.56120100134,1318.49928277203,1289.22828769153,1606.87755613807,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.82,0.0175438596491228,"M"
"Fabian Ax Swartz","Fabian Ax Swartz",6700,"Sweden",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1396.35919207073,1252.06881002526,1274.13044157597,1337.7131951663,1357.15068645688,1289.22828769153,1392.95809503434,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0.696969696969697,"M"
"Tana Dixon","Tana Dixon",8470,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1290.04082886277,1252.06881002526,1274.13044157597,1290.73234351431,1277.54675735995,1289.22828769153,1290.49918618317,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Maxime Dore","Maxime Dore",8579,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1292.26292211338,1252.06881002526,1274.13044157597,1294.16807519626,1277.54675735995,1289.22828769153,1292.65046606231,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jesper Wahlqvist","Jesper Wahlqvist",6778,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1287.79995768922,1252.06881002526,1274.13044157597,1285.40707701763,1224.40921594557,1289.22828769153,1287.34232997138,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.421052631578947,0,"M"
"Lukas Maier","Lukas Maier",8456,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1264.0624300176,1252.06881002526,1274.13044157597,1285.35401348815,1279.221991119,1289.22828769153,1265.72945550026,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Matteo Fuchs","Matteo Fuchs",8592,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1277.32252778119,1274.13708021245,1274.13044157597,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1271.90099984804,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jedrzej Jasiczek","Jedrzej Jasiczek",2762,"Poland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1285.84111690536,1252.06881002526,1274.13044157597,1273.82863896548,1284.01029652515,1289.22828769153,1286.08974408016,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.037037037037037,"M"
"Hiroki Takahashi","Hiroki Takahashi",8082,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1267.63041287481,1252.06881002526,1274.13044157597,1281.02087506252,1293.54419770258,1289.22828769153,1269.26741360275,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Bomin Kim","Bomin Kim",8280,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1233.18138175798,1252.06881002526,1274.13044157597,1280.52112868288,1275.67795801746,1289.22828769153,1253.46749655605,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Hrvoje Ljutic","Hrvoje Ljutic",8322,"Croatia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1290.48729365451,1252.06881002526,1274.13044157597,1293.9007148348,1298.64116079275,1289.22828769153,1291.58834017853,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Casper Dyrbye Naested","Casper Dyrbye Naested",2653,"Denmark",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1278.35101194113,1252.06881002526,1274.13044157597,1275.89637179555,1285.80956049645,1289.22828769153,1278.4054184369,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.0350877192982456,"M"
"Samuel Signe","Samuel Signe",8505,"Chile",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1266.55944470402,1266.76454338337,1274.13044157597,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1266.61843120939,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Axel Ben Nun","Axel Ben Nun",8678,"Israel",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1291.71304431944,1252.06881002526,1274.13044157597,1293.9007148348,1277.54675735995,1289.22828769153,1292.71376938817,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Emil Pettersson","Emil Pettersson",7925,"Sweden",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1269.83998964325,1252.06881002526,1274.13044157597,1264.55947765236,1268.02892880598,1289.22828769153,1270.59083644404,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.0714285714285714,"M"
"Aidan Urquhart","Aidan Urquhart",6925,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1268.80473530143,1252.06881002526,1274.13044157597,1284.48292217619,1286.1727789851,1289.22828769153,1269.54137506195,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Pablo Gaspar Erlan","Pablo Gaspar Erlan",8161,"Argentina",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1232.10534523423,1252.06881002526,1274.13044157597,1263.47841559088,1274.99636180722,1289.22828769153,1235.16769867456,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Pawel Balas","Pawel Balas",8682,"Poland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1298.64897406599,1252.06881002526,1274.13044157597,1273.82863896548,1298.64116079275,1289.22828769153,1298.76934213036,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Cameron Roy","Cameron Roy",8584,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1277.3447742832,1252.06881002526,1274.13044157597,1283.19068453195,1277.54675735995,1289.22828769153,1279.54578248742,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Loic Spiegelberg","Loic Spiegelberg",8560,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1290.55168653831,1252.06881002526,1274.13044157597,1293.00565040595,1299.2494900471,1289.22828769153,1291.06786134621,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Indigo Liu","Indigo Liu",8481,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1291.44541570422,1252.06881002526,1274.13044157597,1273.82863896548,1292.46018736732,1289.22828769153,1291.86042732168,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Adrian Dion Tschach","Adrian Dion Tschach",7507,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1258.05402199552,1252.06881002526,1274.13044157597,1269.50200114456,1295.80049721203,1289.22828769153,1259.39598769006,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Saeki Ito","Saeki Ito",8092,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1269.34376599687,1252.06881002526,1274.13044157597,1283.92881235484,1289.33453308241,1289.22828769153,1270.60883406618,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Fabio Walch","Fabio Walch",6704,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1187.18592735358,1252.06881002526,1274.13044157597,1271.68859413683,1198.50075785837,1289.22828769153,1189.87233019665,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Tiger Mutter","Tiger Mutter",8625,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.12954684278,1296.9181584543,1274.13044157597,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1295.79796514133,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Idris Janik","Idris Janik",8383,"Morocco",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1280.68739298459,1252.06881002526,1274.13044157597,1280.77923150026,1298.95158417844,1289.22828769153,1281.3441946623,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0769230769230769,0,"M"
"Justin Wieser","Justin Wieser",8598,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1280.10771259069,1252.06881002526,1274.13044157597,1283.74821476946,1277.54675735995,1289.22828769153,1281.1335484757,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jo Ishizaka","Jo Ishizaka",8648,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1279.5554930401,1252.06881002526,1274.13044157597,1291.49793725958,1290.13049095064,1289.22828769153,1280.56324712929,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Samuel Kolega","Samuel Kolega",3029,"Croatia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1434.36587006972,1252.06881002526,1274.13044157597,1281.44601407945,1437.4763178394,1300,1435.20975762638,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.06,0.789473684210526,"M"
"Jakub Hlavon","Jakub Hlavon",8186,"Czechia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1243.59177611942,1252.06881002526,1274.13044157597,1280.02498676692,1278.76329829025,1289.22828769153,1258.43281131433,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Philip-Xavier Chagnon","Philip-Xavier Chagnon",8573,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1292.33191323486,1252.06881002526,1274.13044157597,1273.82863896548,1293.28736716854,1289.22828769153,1292.72991374354,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Christopher Lisch","Christopher Lisch",8680,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1299.70785484458,1252.06881002526,1274.13044157597,1273.82863896548,1298.64116079275,1289.22828769153,1299.77860138962,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Taito Katayama","Taito Katayama",8087,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1219.92633621515,1252.06881002526,1274.13044157597,1259.99609878806,1270.79497082103,1289.22828769153,1223.37248364212,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Fukuharu Kuzumaki","Fukuharu Kuzumaki",7311,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1251.78963094462,1252.06881002526,1274.13044157597,1287.83964593923,1263.32472273445,1289.22828769153,1253.24244579104,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Loick Malouin","Loick Malouin",8578,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1292.26292211338,1252.06881002526,1274.13044157597,1294.16807519626,1277.54675735995,1289.22828769153,1292.65046606231,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Shuto Ichimura","Shuto Ichimura",7294,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1184.30482917542,1252.06881002526,1274.13044157597,1258.4341343773,1230.98626725175,1289.22828769153,1193.73792596314,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Aymeric Hannart","Aymeric Hannart",8334,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1274.07921298009,1252.06881002526,1274.13044157597,1300,1275.51578567035,1289.22828769153,1275.38771759756,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Arnor Alex Arnorsson","Arnor Alex Arnorsson",8349,"Iceland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1290.42323274986,1252.06881002526,1274.13044157597,1296.9007148348,1296.46116079275,1289.22828769153,1290.53533610175,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Maveric Lapointe","Maveric Lapointe",8576,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1293.39079401345,1252.06881002526,1274.13044157597,1273.82863896548,1294.37736716854,1289.22828769153,1293.7391730028,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Olivier Brooks","Olivier Brooks",8125,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1269.68740978088,1252.06881002526,1274.13044157597,1281.87462157405,1296.33848815582,1289.22828769153,1273.65165749247,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Mak Dzonlic","Mak Dzonlic",8575,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1293.39079401345,1252.06881002526,1274.13044157597,1273.82863896548,1294.37736716854,1289.22828769153,1293.7391730028,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Laurent Legare","Laurent Legare",8574,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1284.7423759366,1252.06881002526,1274.13044157597,1294.16807519626,1293.28736716854,1289.22828769153,1285.51384952786,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Max Clara","Max Clara",8567,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1289.36376093469,1252.06881002526,1274.13044157597,1290.14848828184,1277.54675735995,1289.22828769153,1289.94730892025,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Trevor Palmquist","Trevor Palmquist",8522,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1294.60042731532,1252.06881002526,1274.13044157597,1273.82863896548,1295.59483921406,1289.22828769153,1295.40003115076,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sylvijn Huijsmans","Sylvijn Huijsmans",8685,"Netherlands",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1298.64897406599,1252.06881002526,1274.13044157597,1273.82863896548,1298.64116079275,1289.22828769153,1298.76934213036,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Carlo Cordone","Carlo Cordone",7922,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1290.48217549089,1252.06881002526,1274.13044157597,1292.54901995991,1298.54542556021,1289.22828769153,1291.4721989581,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Eric Wang","Eric Wang",8480,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1293.4595500582,1252.06881002526,1274.13044157597,1294.84001156454,1298.62882133547,1289.22828769153,1293.76188506004,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"George Manka","George Manka",8475,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1291.34178850102,1252.06881002526,1274.13044157597,1294.84001156454,1297.53882133547,1289.22828769153,1291.74336654152,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Archie Gould","Archie Gould",8476,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1294.46135645951,1252.06881002526,1274.13044157597,1294.84001156454,1277.54675735995,1289.22828769153,1294.71804742161,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Zac Pulver","Zac Pulver",8466,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1278.98384120441,1252.06881002526,1274.13044157597,1280.99137092054,1277.54675735995,1289.22828769153,1279.95042252857,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Edoardo Baldo","Edoardo Baldo",8518,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1270.50932516412,1252.06881002526,1274.13044157597,1278.74960196719,1277.54675735995,1289.22828769153,1271.88713371755,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"River Lusted","River Lusted",8471,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1290.04082886277,1252.06881002526,1274.13044157597,1290.73234351431,1277.54675735995,1289.22828769153,1290.49918618317,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jeong-Woo Shin","Jeong-Woo Shin",7189,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1299.72739298459,1252.06881002526,1274.13044157597,1299.89726428714,1227.46574343947,1289.22828769153,1299.68365481654,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0769230769230769,0,"M"
"Mattia Valente","Mattia Valente",8539,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1284.29252865104,1280.59801591611,1274.13044157597,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1280.80517442162,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jingqi Wang","Jingqi Wang",8548,"China",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1292.47986333746,1252.06881002526,1274.13044157597,1273.82863896548,1293.54419770258,1289.22828769153,1292.88574624411,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Go Morita","Go Morita",8552,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1264.40296736538,1252.06881002526,1274.13044157597,1291.49793725958,1285.83154456885,1289.22828769153,1273.84616698134,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Ryohei Yamakoshi","Ryohei Yamakoshi",8002,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1267.52491386139,1252.06881002526,1274.13044157597,1273.82863896548,1258.35708347441,1289.22828769153,1264.68418840716,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Soma Nagasawa","Soma Nagasawa",7457,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1250.77550631245,1252.06881002526,1274.13044157597,1292.2009626788,1256.52139403905,1289.22828769153,1251.72607778817,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nick Kirwood","Nick Kirwood",6291,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1273.98075875192,1252.06881002526,1274.13044157597,1287.23162809026,1290.91446584676,1289.22828769153,1275.26132878785,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Zean Wang","Zean Wang",8553,"China",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1294.25306187386,1252.06881002526,1274.13044157597,1295.29508125369,1277.54675735995,1289.22828769153,1294.57522552993,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"David Janda","David Janda",8310,"Czechia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1226.8945377738,1252.06881002526,1274.13044157597,1252.2161940803,1286.16451503789,1289.22828769153,1231.26801422199,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Mizuki Igarashi","Mizuki Igarashi",8431,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1281.42095991245,1252.06881002526,1274.13044157597,1291.49793725958,1293.52395386108,1289.22828769153,1282.26855499539,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Hans Grahl-Madsen","Hans Grahl-Madsen",6712,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1311.59215513162,1252.06881002526,1274.13044157597,1275.04259469278,1328.8468180246,1289.22828769153,1310.7485025781,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.25,0.333333333333333,"M"
"Erik Saravuo","Erik Saravuo",6913,"Finland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1216.61576965432,1252.06881002526,1274.13044157597,1300.48519911766,1213.37997149854,1289.22828769153,1218.15901861556,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Patrick Palmer","Patrick Palmer",8477,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1296.84025966748,1252.06881002526,1274.13044157597,1273.82863896548,1297.53882133547,1289.22828769153,1296.98881240488,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Darius Majewski","Darius Majewski",8572,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1288.20711204926,1252.06881002526,1274.13044157597,1294.16807519626,1296.33848815582,1289.22828769153,1288.80192190094,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Martin Siegwald","Martin Siegwald",8568,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1262.87696728475,1252.06881002526,1274.13044157597,1268.50831817477,1277.54675735995,1289.22828769153,1264.73692516533,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Richard Henault","Richard Henault",8583,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1296.43043176249,1252.06881002526,1274.13044157597,1273.82863896548,1296.92109564896,1289.22828769153,1296.61709586049,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Roman Orlowski","Roman Orlowski",8463,"New Zealand",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1256.44427171269,1252.06881002526,1274.13044157597,1275.82639117309,1283.19872562228,1289.22828769153,1258.43665825154,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
