"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Race2_Prob","Race3_Prob","Race4_Prob","Sex"
"Ryan Bianchi","Ryan Bianchi",6782,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1265.30915913049,1252.06881002526,1274.13044157597,1282.44540437643,1284.17382464809,1289.22828769153,1267.19540532972,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jihwan Kim","Jihwan Kim",7402,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1267.72269785596,1252.06881002526,1274.13044157597,1284.75463245175,1297.16146919147,1289.22828769153,1282.30472067969,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Diego Bucciardini","Diego Bucciardini",7111,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1262.55357352225,1252.06881002526,1274.13044157597,1273.82863896548,1262.34642959098,1289.22828769153,1263.4381588064,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Bjarni Thor Hauksson","Bjarni Thor Hauksson",7229,"Iceland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1283.01750431214,1252.06881002526,1274.13044157597,1300.66243630605,1283.29434606804,1289.22828769153,1283.44108810747,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jarred Ferguson","Jarred Ferguson",8461,"New Zealand",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1289.79135226272,1252.06881002526,1274.13044157597,1290.52517687852,1277.54675735995,1289.22828769153,1290.2844991026,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Matej Vidovic","Matej Vidovic",2424,"Croatia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1244.9191077724,1252.06881002526,1274.13044157597,1277.9271032762,1239.3739644852,1289.22828769153,1246.29455546408,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.315789473684211,"M"
"Hyugo Saunders","Hyugo Saunders",7514,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1236.9744101451,1252.06881002526,1274.13044157597,1266.31008136234,1272.63130442197,1289.22828769153,1239.31615398999,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Andre England","Andre England",7517,"New Zealand",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1267.34881298405,1252.06881002526,1274.13044157597,1279.6208012612,1292.78232448979,1289.22828769153,1268.83675758362,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Takahide Nakajima","Takahide Nakajima",7465,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1260.08995192955,1252.06881002526,1274.13044157597,1297.31335259422,1262.3993637968,1289.22828769153,1261.60058697875,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Rai Suzuki","Rai Suzuki",8550,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1286.86314846371,1252.06881002526,1274.13044157597,1295.29508125369,1293.54419770258,1289.22828769153,1287.57818048159,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Enrico Valentino Zucchini","Enrico Valentino Zucchini",8243,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1220.7289131347,1252.06881002526,1274.13044157597,1249.13414572132,1276.96412378456,1289.22828769153,1223.21818818247,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Eliot Lavigne","Eliot Lavigne",7559,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1287.22882558172,1252.06881002526,1274.13044157597,1294.16807519626,1294.68657836065,1289.22828769153,1287.80673353585,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sebastian Atra","Sebastian Atra",8469,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1289.07124631341,1252.06881002526,1274.13044157597,1290.73234351431,1298.62882133547,1289.22828769153,1289.57232311874,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Zachary Howell","Zachary Howell",8468,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1292.39297127313,1252.06881002526,1274.13044157597,1295.84001156454,1297.53882133547,1289.22828769153,1292.74563474915,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sora Hosaka","Sora Hosaka",7318,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1207.12635122419,1252.06881002526,1274.13044157597,1263.37688451396,1248.87739472384,1289.22828769153,1210.26843311343,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Filip Wahlqvist","Filip Wahlqvist",6710,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1231.02691767204,1252.06881002526,1274.13044157597,1273.627560044,1233.37180631005,1289.22828769153,1226.13521396294,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Thomas Gillard","Thomas Gillard",6972,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1277.94396185932,1252.06881002526,1274.13044157597,1287.61445829695,1293.46709755159,1289.22828769153,1278.36559944405,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Rui Ito","Rui Ito",8545,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1278.64296934325,1252.06881002526,1274.13044157597,1294.81763468573,1287.74733421446,1289.22828769153,1279.70170708968,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Doyun Kim","Doyun Kim",7865,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1253.08503641429,1252.06881002526,1274.13044157597,1271.58281185316,1277.54675735995,1289.22828769153,1267.84950957155,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Ziheng Wang","Ziheng Wang",8544,"China",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1280.33803114088,1252.06881002526,1274.13044157597,1290.19452695088,1293.54419770258,1289.22828769153,1281.3591008716,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Junnan Qiu","Junnan Qiu",7882,"China",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1267.03977461707,1252.06881002526,1274.13044157597,1285.11557511227,1283.06646058932,1289.22828769153,1268.29058824038,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Pengzhe Liu","Pengzhe Liu",8543,"China",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1287.5763151137,1252.06881002526,1274.13044157597,1290.19452695088,1277.54675735995,1289.22828769153,1288.21854072258,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Federico Romele","Federico Romele",6680,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1242.31846546629,1252.06881002526,1274.13044157597,1285.58578330734,1243.36361486822,1289.22828769153,1238.00440467371,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sandro Simonet","Sandro Simonet",2751,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1242.93580230213,1215.3008632964,1273.914888314,1274.7365812419,1241.07843095158,1280.75581877422,1246.66325337757,1219.05778857453,1273.914888314,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.385964912280702,"M"
"Oscar Andreas Sandvik","Oscar Andreas Sandvik",6803,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1350.58894347793,1271.02031045851,1273.77136736663,1302.27508791876,1364.50661788337,1289.22828769153,1362.36805788764,1274.76353487488,1273.77136736663,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0.0769230769230769,0.2,0.421052631578947,"M"
"Jevin Palmquist","Jevin Palmquist",7896,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1177.11492668871,1285.64397555818,1273.64746330392,1248.41742817457,1238.2613786149,1300,1205.72528224884,1257.78827536665,1273.64746330392,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Adrien Fresquet","Adrien Fresquet",5516,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1229.87405103164,1221.83475926275,1273.5701958579,1273.82863896548,1277.54675735995,1314.15235308637,1267.3201166527,1225.44046776241,1273.5701958579,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0.0810810810810811,0,0,"M"
"Anton Tremmel","Anton Tremmel",2746,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1251.41667288826,1259.54428167162,1273.42894433147,1287.93260412799,1251.52002798197,1293.01315526026,1255.63017003435,1211.27881212435,1273.42894433147,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.403508771929825,"M"
"Noah Sjøvik Røsjorde","Noah Sjøvik Røsjorde",7572,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1156.17604586598,1241.17332951434,1273.10698435974,1245.47753586157,1266.40673990556,1299.37623619424,1222.36366625245,1210.48383014866,1273.10698435974,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Vicente Walker","Vicente Walker",7014,"Chile",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1207.92520779281,1254.03907931461,1273.07690278721,1287.21764146645,1289.30343340684,1299.37623619424,1272.06264905615,1228.35776776475,1273.07690278721,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Dylan Timm","Dylan Timm",6643,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1146.86630515964,1258.23820112185,1272.90607983414,1226.6296981178,1249.39708541829,1295.43654683829,1180.66679431706,1230.42351342445,1272.90607983414,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Bautista Del Blanco","Bautista Del Blanco",7614,"Argentina",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1212.64656750617,1254.8395143059,1272.42853456485,1294.19169324376,1299.33914657754,1289.22828769153,1290.40472266456,1219.05835011649,1272.42853456485,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sam Morse","Sam Morse",2636,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1250.99809027281,1219.19697335388,1272.0460234712,1285.68860401423,1293.99945651667,1264.11444767505,1277.10767493071,1242.8957026648,1272.0460234712,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0.45,0,0,"M"
"Matthias Iten","Matthias Iten",4712,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1362.56014151991,1279.49265337443,1271.97120072832,1297.767623592,1365.07030791339,1301.00899217488,1360.71525161177,1250.2712393718,1271.97120072832,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.461538461538462,"M"
"Denni Xhepa","Denni Xhepa",6814,"Albania",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1301.51496422347,1265.86813098118,1271.7270228952,1321.25014520868,1301.67337585633,1297.51258288585,1321.29178793651,1271.96048600642,1271.7270228952,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0.0294117647058824,0.0681818181818182,0.02,"M"
"Jimmy Krupka","Jimmy Krupka",4747,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1151.4563882915,1252.06881002526,1271.68455284932,1226.51817143252,1192.57726736497,1300.69058072431,1156.65490979228,1264.47097139526,1271.68455284932,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sebastian Misund","Sebastian Misund",8446,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1225.82177420984,1251.59571438203,1271.54990282379,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1218.13113040158,1271.54990282379,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Riccardo Mariuzzo","Riccardo Mariuzzo",7997,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1206.57569477084,1223.25990644257,1271.51464010263,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1194.16534671163,1271.51464010263,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Charlie Woodbridge","Charlie Woodbridge",7239,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1186.2766989416,1286.90072364132,1271.27189488369,1217.64820327758,1300,1289.22828769153,1209.41514971832,1254.19284603445,1271.27189488369,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jack Schrady","Jack Schrady",7081,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1191.91294756532,1278.45948807707,1271.20124507589,1274.81971568677,1269.55697861229,1289.22828769153,1244.52793469172,1247.46902363057,1271.20124507589,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sawyer Reed","Sawyer Reed",7130,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1204.37704836924,1277.42340894277,1270.69187267388,1265.60328094068,1269.69011154415,1289.22828769153,1240.60080351839,1249.01924406923,1270.69187267388,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Pietro Giovanni Motterlini","Pietro Giovanni Motterlini",7195,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1213.73619464867,1300,1270.45559874762,1254.89470481922,1282.82174981156,1302.02926289238,1235.26533415953,1259.03688191252,1270.45559874762,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Everett Dooley","Everett Dooley",7091,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1220.13135053902,1270.89002033259,1270.3817854421,1279.1830163275,1299.22252538534,1289.22828769153,1274.71372238137,1240.31054714769,1270.3817854421,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Bradshaw Underhill","Bradshaw Underhill",5503,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1287.96211755674,1243.28582211179,1270.32828360231,1288.03011765109,1271.25342290447,1289.22828769153,1288.6443238462,1228.74464741246,1270.32828360231,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.333333333333333,0,"M"
"Niklas Trummer","Niklas Trummer",7117,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1201.0178472141,1201.71437952573,1270.21778556865,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1191.19822983877,1270.21778556865,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Lio Baraldi","Lio Baraldi",7152,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1170.51134138217,1248.83712133153,1269.82801598785,1197.99643692773,1277.54675735995,1289.22828769153,1196.85472217333,1217.1830422386,1269.82801598785,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Justin Bigatel","Justin Bigatel",6335,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1194.29148644185,1252.11777364318,1269.75271200364,1237.12392916187,1266.28864706345,1291.43654683829,1218.67213420662,1229.88371214442,1269.75271200364,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Florian Fässler","Florian Fässler",8207,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1235.4930342726,1252.06881002526,1269.748911458,1287.22716056209,1284.56179585392,1289.22828769153,1269.19008663373,1264.74715989781,1269.748911458,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nicola Jampen","Nicola Jampen",8612,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1237.42408276876,1273.38498102075,1269.748911458,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1238.76981567046,1269.748911458,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Carson Hume","Carson Hume",7060,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1153.46506430467,1279.12403088225,1269.56087591261,1231.36571503687,1255.774303732,1289.22828769153,1195.73920225749,1245.72109141043,1269.56087591261,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Camden Palmquist","Camden Palmquist",6322,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1276.15391476751,1252.06881002526,1269.43299970888,1240.16803491021,1275.98719334028,1297.60929362476,1277.30777147225,1265.73621527446,1269.43299970888,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.0833333333333333,"M"
"Nicolas Tabernig","Nicolas Tabernig",6915,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1198.17426528564,1238.7497968457,1269.42634364277,1273.80023673512,1301.02301838915,1289.22828769153,1267.65034723067,1208.00434597732,1269.42634364277,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Stefan Rieser","Stefan Rieser",5303,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1271.01891303775,1282.2687282137,1269.34316793249,1292.49853828479,1277.54675735995,1292.97221121713,1292.93523296486,1267.70473956389,1269.34316793249,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0.0909090909090909,0,0,"M"
"Joaquin Fuentes","Joaquin Fuentes",7024,"Chile",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1179.30720721079,1225.60168830111,1269.21429739373,1286.3073271375,1291.61848493482,1298.75938797446,1276.04805924742,1189.68724348497,1269.21429739373,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Lexis Cournoyer","Lexis Cournoyer",7431,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1184.51044506013,1293.86001148558,1268.77431934757,1253.1453274594,1271.19014154744,1289.22828769153,1220.28607522279,1258.25311731549,1268.77431934757,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Simon Maurberger","Simon Maurberger",2640,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1189.34551245403,1295.19709779191,1268.23419800493,1245.15115073369,1208.30716037251,1308.4452598338,1191.82600032337,1271.55540943434,1268.23419800493,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.32,0.43859649122807,"M"
"Sandro Manser","Sandro Manser",7123,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1305.8100143959,1327.81362136072,1268.09922792836,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1305.29773831566,1268.09922792836,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Florian Strauss","Florian Strauss",8064,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1200.01154945146,1209.05701800265,1267.92366678804,1292.19428783143,1277.54675735995,1289.22828769153,1290.41610978147,1189.01434957625,1267.92366678804,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jack Spencer","Jack Spencer",7246,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1216.79382941641,1244.007072661,1267.74252273706,1297.51861647593,1300,1289.22828769153,1295.93082615902,1212.07701396374,1267.74252273706,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Tomas Deambrogio","Tomas Deambrogio",7913,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1205.62505634066,1226.8190130373,1267.58773828647,1295.9007148348,1277.54675735995,1289.22828769153,1294.73228790669,1196.90127701602,1267.58773828647,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Stephan Koch","Stephan Koch",7257,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1216.05829079366,1253.95243620207,1267.42235682876,1300,1300,1289.22828769153,1300,1215.07904302399,1267.42235682876,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
