Date,City,Country,Sex,Distance,Event,MS,Technique,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Pelo,Elo
1983-01-14,Schruns,Austria,L,Downhill,World Cup,0,N/A,12,Michaela Gerg-Leitner,Germany,1525,1983,11,1965-01-01T00:00:00.000000,18.034223134839152,9,1297.1545343514576,1292.2741689592276
1983-01-14,Schruns,Austria,L,Downhill,World Cup,0,N/A,13,Katharina Gutensohn,Germany,1417,1983,11,1966-01-01T00:00:00.000000,17.034907597535934,2,1300.0,1293.7929034955414
1983-01-14,Schruns,Austria,L,Downhill,World Cup,0,N/A,14,Heidi Wiesler,Germany,2011,1983,11,1960-01-01T00:00:00.000000,23.0362765229295,24,1304.5497801296801,1296.9699860799135
1983-01-14,Schruns,Austria,L,Downhill,World Cup,0,N/A,15,Elisabeth Kirchler,Austria,1891,1983,11,1963-01-01T00:00:00.000000,20.035592060232716,20,1299.3158714057936,1290.6272240961212
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,1,Maria Walliser,Switzerland,1853,1983,14,1963-01-01T00:00:00.000000,20.05475701574264,30,1308.4119295262462,1317.0234141674462
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,2,Maria Maricich,USA,2137,1983,14,1961-01-01T00:00:00.000000,22.053388090349074,3,1298.844890438847,1306.464252439747
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,3,Marie Lucie Waldmeier,France,2135,1983,14,1960-01-01T00:00:00.000000,23.055441478439423,24,1278.0339712832645,1284.9631377216028
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,4,Michaela Gerg-Leitner,Germany,1525,1983,14,1965-01-01T00:00:00.000000,18.053388090349074,10,1292.3990048241717,1297.6920362513767
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,5,Jana Gantnerova-Soltysova,Slovakia,2095,1983,14,1959-01-01T00:00:00.000000,24.05475701574264,38,1303.8080347757907,1307.543614268921
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,6,Doris de Agostini,Switzerland,2157,1983,14,1958-01-01T00:00:00.000000,25.05407255304586,41,1320.0064878320707,1322.0557608071585
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,7,Gerry Sorensen,Canada,2131,1983,14,1958-01-01T00:00:00.000000,25.05407255304586,19,1315.8741035919,1316.7845723323042
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,8,Holly Beth Flanders,USA,2041,1983,14,1957-01-01T00:00:00.000000,26.053388090349074,30,1311.8855007964462,1311.0283873884819
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,8,Sylvia Eder,Austria,1592,1983,14,1965-01-01T00:00:00.000000,18.053388090349074,13,1300.909528961536,1300.3482410213105
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,10,Carole Merle,France,1650,1983,14,1964-01-01T00:00:00.000000,19.055441478439423,4,1300.0,1297.5882281459824
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,11,Veronika Vitzthum,Austria,2045,1983,14,1963-01-01T00:00:00.000000,20.05475701574264,4,1290.4810284581672,1287.0757018743827
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,12,Irene Epple,Germany,2083,1983,14,1957-01-01T00:00:00.000000,26.053388090349074,140,1307.2265170616924,1302.1199508000025
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,13,Elisabeth Chaud,France,2046,1983,14,1960-01-01T00:00:00.000000,23.055441478439423,20,1314.9731072619531,1308.4078341302643
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,14,Ariane Ehrat,Switzerland,2039,1983,14,1961-01-01T00:00:00.000000,22.053388090349074,7,1294.0863323078072,1286.2089172040396
1983-01-21,Megeve,France,L,Downhill,World Cup,0,N/A,14,Lea Solkner,Austria,2129,1983,14,1958-01-01T00:00:00.000000,25.05407255304586,70,1312.1267084696249,1303.7630970364974
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,1,Elisabeth Kirchler,Austria,1891,1983,15,1963-01-01T00:00:00.000000,20.057494866529773,21,1290.8001063754498,1299.8979936795786
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,2,Doris de Agostini,Switzerland,2157,1983,15,1958-01-01T00:00:00.000000,25.05681040383299,42,1322.0044929101598,1329.0115425829715
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,3,Caroline Attia,France,2096,1983,15,1960-01-01T00:00:00.000000,23.058179329226558,15,1310.655051860588,1316.7177187374366
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,4,Sieglinde Winkler,Austria,2010,1983,15,1966-01-01T00:00:00.000000,17.05681040383299,4,1297.2648383498915,1302.4385386301517
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,5,Claudine Emonet,France,1854,1983,15,1962-01-01T00:00:00.000000,21.05681040383299,4,1305.991586711288,1309.6799837454926
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,6,Jana Gantnerova-Soltysova,Slovakia,2095,1983,15,1959-01-01T00:00:00.000000,24.057494866529773,39,1307.5260793834677,1309.9231008064428
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,7,Lea Solkner,Austria,2129,1983,15,1958-01-01T00:00:00.000000,25.05681040383299,71,1303.7543498401096,1303.7530749323826
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,7,Ariane Ehrat,Switzerland,2039,1983,15,1961-01-01T00:00:00.000000,22.05612594113621,8,1286.2409741264223,1286.711566341347
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,7,Michaela Gerg-Leitner,Germany,1525,1983,15,1965-01-01T00:00:00.000000,18.05612594113621,11,1297.697401037873,1297.8594406454902
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,10,Maria Walliser,Switzerland,1853,1983,15,1963-01-01T00:00:00.000000,20.057494866529773,31,1316.9838437961616,1314.1259984773922
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,11,Catherine Quittet,France,1855,1983,15,1964-01-01T00:00:00.000000,19.058179329226558,7,1302.189071231017,1298.4800050973731
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,12,Laurie Graham,Canada,1930,1983,15,1960-01-01T00:00:00.000000,23.058179329226558,21,1305.7651012404529,1300.7096054045342
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,13,Elisabeth Chaud,France,2046,1983,15,1960-01-01T00:00:00.000000,23.058179329226558,21,1308.3882903939163,1302.0120650678564
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,14,Sonja Stotz,Germany,2132,1983,15,1964-01-01T00:00:00.000000,19.058179329226558,2,1300.0,1292.5999604600863
1983-01-22,Megeve,France,L,Downhill,World Cup,0,N/A,15,Sylvia Eder,Austria,1592,1983,15,1965-01-01T00:00:00.000000,18.05612594113621,15,1300.3474315464089,1291.6880241946708
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,1,Doris de Agostini,Switzerland,2157,1983,17,1958-01-01T00:00:00.000000,25.075975359342916,43,1328.5427669920227,1336.6344296903421
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,2,Elisabeth Kirchler,Austria,1891,1983,17,1963-01-01T00:00:00.000000,20.076659822039698,22,1299.8996419226182,1307.5124395823807
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,3,Veronika Vitzthum,Austria,2045,1983,17,1963-01-01T00:00:00.000000,20.076659822039698,5,1287.3140925221048,1294.0158556531087
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,4,Maria Walliser,Switzerland,1853,1983,17,1963-01-01T00:00:00.000000,20.076659822039698,32,1313.897747143805,1318.6332281735652
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,5,Debbie Armstrong,USA,1976,1983,17,1963-01-01T00:00:00.000000,20.076659822039698,6,1301.1210516477156,1304.950923296019
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,6,Sigrid Wolf,Austria,1826,1983,17,1964-01-01T00:00:00.000000,19.07734428473648,5,1298.9201057280266,1301.5593071543628
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,7,Sieglinde Winkler,Austria,2010,1983,17,1966-01-01T00:00:00.000000,17.075975359342916,5,1302.3991361273675,1303.6945518711468
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,8,Sylvia Eder,Austria,1592,1983,17,1965-01-01T00:00:00.000000,18.075290896646134,16,1291.8223311298827,1292.1527638947475
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,9,Caroline Attia,France,2096,1983,17,1960-01-01T00:00:00.000000,23.07734428473648,16,1316.4475897548757,1314.8643965932097
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,10,Laurie Graham,Canada,1930,1983,17,1960-01-01T00:00:00.000000,23.07734428473648,22,1300.6981394270908,1298.2894119462542
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,11,Elisabeth Chaud,France,2046,1983,17,1960-01-01T00:00:00.000000,23.07734428473648,23,1301.979553629055,1298.2862810856611
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,12,Lea Solkner,Austria,2129,1983,17,1958-01-01T00:00:00.000000,25.075975359342916,72,1303.6924318309593,1298.7029803513497
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,13,Cindy Nelson,USA,2085,1983,17,1955-01-01T00:00:00.000000,28.076659822039698,152,1300.1855021410458,1294.0405939759237
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,14,Gerry Sorensen,Canada,2131,1983,17,1958-01-01T00:00:00.000000,25.075975359342916,20,1316.474978338793,1308.6410477091601
1983-01-29,Les Diablerets,Switzerland,L,Downhill,World Cup,0,N/A,15,Michaela Gerg-Leitner,Germany,1525,1983,17,1965-01-01T00:00:00.000000,18.075290896646134,13,1297.894028326359,1289.3108856844906
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,1,Maria Walliser,Switzerland,1853,1983,20,1963-01-01T00:00:00.000000,20.095824777549623,33,1318.3321479216838,1326.7133585244471
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,2,Elisabeth Kirchler,Austria,1891,1983,20,1963-01-01T00:00:00.000000,20.095824777549623,24,1307.3910517487407,1314.816977570327
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,3,Ariane Ehrat,Switzerland,2039,1983,20,1961-01-01T00:00:00.000000,22.094455852156056,9,1287.1375323927425,1293.8589699058234
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,4,Olga Charvátová,Czechia,2040,1983,20,1962-01-01T00:00:00.000000,21.09514031485284,43,1292.715588388273,1298.036947176729
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,5,Elisabeth Chaud,France,2046,1983,20,1960-01-01T00:00:00.000000,23.096509240246405,24,1298.3139717744443,1302.2345394030403
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,6,Laurie Graham,Canada,1930,1983,20,1960-01-01T00:00:00.000000,23.096509240246405,23,1298.3170520458273,1300.9875366766394
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,7,Cindy Nelson,USA,2085,1983,20,1955-01-01T00:00:00.000000,28.095824777549623,154,1294.1368875140092,1295.6699765761916
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,8,Claudine Emonet,France,1854,1983,20,1962-01-01T00:00:00.000000,21.09514031485284,5,1309.3696879981112,1309.2422883386164
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,9,Jana Gantnerova-Soltysova,Slovakia,2095,1983,20,1959-01-01T00:00:00.000000,24.095824777549623,40,1309.6050118445155,1308.2212705427853
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,10,Doris de Agostini,Switzerland,2157,1983,20,1958-01-01T00:00:00.000000,25.09514031485284,44,1336.0424816276686,1332.6984323787633
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,11,Lea Solkner,Austria,2129,1983,20,1958-01-01T00:00:00.000000,25.09514031485284,73,1298.7239379116215,1295.133458790503
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,12,Elisabeth Warter,Austria,2202,1983,20,1964-01-01T00:00:00.000000,19.096509240246405,1,1300.0,1295.1251340371691
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,13,Holly Beth Flanders,USA,2041,1983,20,1957-01-01T00:00:00.000000,26.094455852156056,31,1310.650054640731,1304.2381524869068
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,14,Gerry Sorensen,Canada,2131,1983,20,1958-01-01T00:00:00.000000,25.09514031485284,21,1308.501423549752,1300.897423345287
1983-02-05,Sarajevo,Bosnia&Herzegovina,L,Downhill,World Cup,0,N/A,15,Regine Moesenlechner,Germany,1767,1983,20,1961-01-01T00:00:00.000000,22.094455852156056,37,1300.4738647356226,1291.8362283405145
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,1,Laurie Graham,Canada,1930,1983,23,1960-01-01T00:00:00.000000,23.173169062286107,24,1300.9252396529744,1309.7429349992208
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,2,Maria Walliser,Switzerland,1853,1983,23,1963-01-01T00:00:00.000000,20.17248459958932,34,1325.0281930338515,1331.946825973733
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,3,Michela Figini,Switzerland,1852,1983,23,1966-01-01T00:00:00.000000,17.17180013689254,3,1300.0,1306.3426378281356
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,4,Catherine Quittet,France,1855,1983,23,1964-01-01T00:00:00.000000,19.173169062286107,8,1298.6215416897098,1303.751337278801
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,5,Doris de Agostini,Switzerland,2157,1983,23,1958-01-01T00:00:00.000000,25.17180013689254,45,1330.6357089742598,1333.6539093620663
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,6,Karen Stemmle,Canada,2047,1983,23,1964-01-01T00:00:00.000000,19.173169062286107,1,1300.0,1302.5926378281356
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,7,Pam Fletcher,USA,1903,1983,23,1963-01-01T00:00:00.000000,20.17248459958932,1,1300.0,1301.3426378281356
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,8,Veronika Vitzthum,Austria,2045,1983,23,1963-01-01T00:00:00.000000,20.17248459958932,6,1294.4839484710858,1294.100248074319
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,8,Olga Charvátová,Czechia,2040,1983,23,1962-01-01T00:00:00.000000,21.17180013689254,45,1298.1607829299521,1297.6779978970433
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,10,Sigrid Wolf,Austria,1826,1983,23,1964-01-01T00:00:00.000000,19.173169062286107,6,1301.4373347490084,1298.9912246751132
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,11,Claudine Emonet,France,1854,1983,23,1962-01-01T00:00:00.000000,21.17180013689254,6,1308.6592547470852,1304.768454215014
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,12,Brigitte Ortli,Switzerland,1863,1983,23,1962-01-01T00:00:00.000000,21.17180013689254,11,1296.3375905688272,1291.5289429060178
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,13,Liisa Savijarvi,Canada,2007,1983,23,1963-01-01T00:00:00.000000,20.17248459958932,1,1300.0,1293.8426378281356
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,14,Debbie Armstrong,USA,1976,1983,23,1963-01-01T00:00:00.000000,20.17248459958932,7,1304.5636512813614,1297.033256946995
1983-03-05,Mt. Tremblant,Canada,L,Downhill,World Cup,0,N/A,15,Sylvia Eder,Austria,1592,1983,23,1965-01-01T00:00:00.000000,18.171115674195757,18,1292.766591812142,1284.304154269392
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,1,Irene Epple,Germany,2083,1984,2,1957-01-01T00:00:00.000000,26.929500342231346,149,1301.0067199449534,1308.80391755146
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,2,Ariane Ehrat,Switzerland,2039,1984,2,1961-01-01T00:00:00.000000,22.929500342231346,10,1296.9801574951807,1303.762792821381
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,3,Caroline Attia,France,2096,1984,2,1960-01-01T00:00:00.000000,23.931553730321696,17,1307.1914357180972,1312.618112997689
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,4,Lea Solkner,Austria,2129,1984,2,1958-01-01T00:00:00.000000,25.930184804928132,76,1297.606885527262,1302.1522723484486
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,5,Jana Gantnerova-Soltysova,Slovakia,2095,1984,2,1959-01-01T00:00:00.000000,24.930869267624914,41,1304.0427976818196,1307.3227469880078
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,6,Hanni Wenzel,Liechtenstein,2130,1984,2,1956-01-01T00:00:00.000000,27.931553730321696,192,1301.2103617849177,1303.4471205598866
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,7,Sylvia Eder,Austria,1592,1984,2,1965-01-01T00:00:00.000000,18.929500342231346,19,1291.7619051771865,1293.1140580047206
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,8,Maria Walliser,Switzerland,1853,1984,2,1963-01-01T00:00:00.000000,20.930869267624914,39,1316.7675565991524,1316.4092553540988
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,9,Michela Figini,Switzerland,1852,1984,2,1966-01-01T00:00:00.000000,17.930184804928132,7,1303.3289860738787,1302.1816075134209
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,10,Sieglinde Winkler,Austria,2010,1984,2,1966-01-01T00:00:00.000000,17.930184804928132,6,1301.787434297916,1299.5659105434283
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,11,Marina Kiehl,Germany,1926,1984,2,1965-01-01T00:00:00.000000,18.929500342231346,3,1300.0,1296.710227105757
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,12,Claudine Emonet,France,1854,1984,2,1962-01-01T00:00:00.000000,21.930184804928132,7,1302.5027627472741,1298.041863338819
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,13,Catherine Quittet,France,1855,1984,2,1964-01-01T00:00:00.000000,19.931553730321696,9,1301.9689204867027,1296.4097113915145
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,14,Elisabeth Chaud,France,2046,1984,2,1960-01-01T00:00:00.000000,23.931553730321696,26,1301.0988314606036,1294.449375815
1983-12-07,Val d'Isère,France,L,Downhill,World Cup,0,N/A,15,Veronika Wallinger-Stallmaier,Austria,1607,1984,2,1966-01-01T00:00:00.000000,17.930184804928132,1,1300.0,1292.2657826613126
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,1,Maria Walliser,Switzerland,1853,1984,3,1963-01-01T00:00:00.000000,20.933607118412045,40,1316.3711125749549,1324.3351661942952
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,2,Irene Epple,Germany,2083,1984,3,1957-01-01T00:00:00.000000,26.93223819301848,150,1308.7834531321114,1315.8302796277887
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,3,Lea Solkner,Austria,2129,1984,3,1958-01-01T00:00:00.000000,25.932922655715263,77,1302.1472694615368,1308.2526995140313
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,4,Gerry Sorensen,Canada,2131,1984,3,1958-01-01T00:00:00.000000,25.932922655715263,22,1300.4402808055702,1305.478260135101
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,5,Ariane Ehrat,Switzerland,2039,1984,3,1961-01-01T00:00:00.000000,22.93223819301848,11,1303.7540463321313,1307.5961571486675
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,6,Katharina Gutensohn,Germany,1417,1984,3,1966-01-01T00:00:00.000000,17.932922655715263,5,1297.1067500063837,1300.007763068527
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,7,Jana Gantnerova-Soltysova,Slovakia,2095,1984,3,1959-01-01T00:00:00.000000,24.933607118412045,42,1307.3057255013491,1308.8347813457558
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,8,Marina Kiehl,Germany,1926,1984,3,1965-01-01T00:00:00.000000,18.93223819301848,4,1296.7178740756062,1297.4066093476742
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,9,Hanni Wenzel,Liechtenstein,2130,1984,3,1956-01-01T00:00:00.000000,27.93429158110883,193,1303.439107840518,1302.8448293863598
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,10,Veronika Vitzthum,Austria,2045,1984,3,1963-01-01T00:00:00.000000,20.933607118412045,7,1296.910664057317,1295.3722470738437
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,11,Erika Hess,Switzerland,2000,1984,3,1962-01-01T00:00:00.000000,21.932922655715263,85,1298.4627991754828,1295.7735772037452
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,12,Sieglinde Winkler,Austria,2010,1984,3,1966-01-01T00:00:00.000000,17.932922655715263,7,1299.5669195702194,1295.7383477741523
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,13,Karen Stemmle,Canada,2047,1984,3,1964-01-01T00:00:00.000000,19.93429158110883,2,1301.3576044094252,1296.3721210492224
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,14,Elisabeth Kirchler,Austria,1891,1984,3,1963-01-01T00:00:00.000000,20.933607118412045,30,1307.2692903021089,1301.021500070653
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,15,Sylvia Eder,Austria,1592,1984,3,1965-01-01T00:00:00.000000,18.93223819301848,20,1293.1300641524133,1285.5771955214282
1983-12-08,Val d'Isère,France,L,Downhill,World Cup,0,N/A,15,Claudine Emonet,France,1854,1984,3,1962-01-01T00:00:00.000000,21.932922655715263,8,1298.0464149636546,1290.3678418995378
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,1,Hanni Wenzel,Liechtenstein,2130,1984,9,1956-01-01T00:00:00.000000,27.969883641341546,196,1302.7600528964813,1310.5402978631364
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,2,Irene Epple,Germany,2083,1984,9,1957-01-01T00:00:00.000000,26.967830253251197,154,1315.3585340998939,1321.7257831255288
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,3,Maria Walliser,Switzerland,1853,1984,9,1963-01-01T00:00:00.000000,20.969199178644764,44,1323.6099733301978,1328.6687664712792
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,4,Marie Lucie Waldmeier,France,2135,1984,9,1960-01-01T00:00:00.000000,23.969883641341546,25,1293.0882087276273,1297.7669145389045
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,5,Michela Figini,Switzerland,1852,1984,9,1966-01-01T00:00:00.000000,17.96851471594798,10,1302.1116752127407,1305.463018774664
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,6,Brigitte Ortli,Switzerland,1863,1984,9,1962-01-01T00:00:00.000000,21.96851471594798,13,1295.6964170791207,1298.0904134072375
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,7,Jana Gantnerova-Soltysova,Slovakia,2095,1984,9,1959-01-01T00:00:00.000000,24.969199178644764,44,1308.5715030785498,1309.545780207276
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,8,Olga Charvátová,Czechia,2040,1984,9,1962-01-01T00:00:00.000000,21.96851471594798,59,1298.8203445589302,1298.9172510407868
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,9,Holly Beth Flanders,USA,2041,1984,9,1957-01-01T00:00:00.000000,26.967830253251197,32,1302.0172984173782,1300.9264599464889
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,10,Heidi Wiesler,Germany,2011,1984,9,1960-01-01T00:00:00.000000,23.969883641341546,29,1298.629739095501,1296.5089919498582
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,11,Elisabeth Kirchler,Austria,1891,1984,9,1963-01-01T00:00:00.000000,20.969199178644764,33,1300.9910591623807,1297.7025993347156
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,12,Ariane Ehrat,Switzerland,2039,1984,9,1961-01-01T00:00:00.000000,22.967830253251197,12,1307.3697901325233,1302.8173132052887
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,13,Regine Moesenlechner,Germany,1767,1984,9,1961-01-01T00:00:00.000000,22.967830253251197,39,1296.1141644385389,1290.7203726522275
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,14,Veronika Wallinger-Stallmaier,Austria,1607,1984,9,1966-01-01T00:00:00.000000,17.96851471594798,3,1292.5137060889358,1286.0950613872546
1983-12-21,Haus im Ennstal,Austria,L,Downhill,World Cup,0,N/A,15,Gerry Sorensen,Canada,2131,1984,9,1958-01-01T00:00:00.000000,25.96851471594798,23,1305.315006877411,1297.4784492915635
1984-01-07,Puy St.Vincent,France,L,Downhill,World Cup,0,N/A,1,Gerry Sorensen,Canada,2131,1984,11,1958-01-01T00:00:00.000000,26.015058179329227,24,1297.5762592070607,1305.5064720815687
1984-01-07,Puy St.Vincent,France,L,Downhill,World Cup,0,N/A,2,Veronika Vitzthum,Austria,2045,1984,11,1963-01-01T00:00:00.000000,21.01574264202601,8,1295.6843142853038,1302.54873735102
1984-01-07,Puy St.Vincent,France,L,Downhill,World Cup,0,N/A,3,Maria Walliser,Switzerland,1853,1984,11,1963-01-01T00:00:00.000000,21.01574264202601,46,1327.5567168041493,1332.5470970624722
1984-01-07,Puy St.Vincent,France,L,Downhill,World Cup,0,N/A,4,Sylvia Eder,Austria,1592,1984,11,1965-01-01T00:00:00.000000,19.014373716632445,21,1286.549780801343,1291.410585887904
1984-01-07,Puy St.Vincent,France,L,Downhill,World Cup,0,N/A,5,Marina Kiehl,Germany,1926,1984,11,1965-01-01T00:00:00.000000,19.014373716632445,8,1297.5814916722088,1301.067134745506
1984-01-07,Puy St.Vincent,France,L,Downhill,World Cup,0,N/A,6,Hanni Wenzel,Liechtenstein,2130,1984,11,1956-01-01T00:00:00.000000,28.01642710472279,198,1310.131444041613,1312.2052429190912
1984-01-07,Puy St.Vincent,France,L,Downhill,World Cup,0,N/A,7,Irene Epple,Germany,2083,1984,11,1957-01-01T00:00:00.000000,27.01437371663244,156,1320.8830489284685,1321.5883747918588
1984-01-07,Puy St.Vincent,France,L,Downhill,World Cup,0,N/A,8,Lea Solkner,Austria,2129,1984,11,1958-01-01T00:00:00.000000,26.015058179329227,79,1307.696188186513,1307.6061147238702
