"Nation","Season","Race","Place","Date","City","Country","Event","HillSize","TeamSize","RaceType","Sex","Total_Elo","Total_Normal_Elo","Total_Large_Elo","Total_Flying_Elo","Total_Pelo","Total_Normal_Pelo","Total_Large_Pelo","Total_Flying_Pelo","Avg_Elo","Avg_Normal_Elo","Avg_Large_Elo","Avg_Flying_Elo","Avg_Pelo","Avg_Normal_Pelo","Avg_Large_Pelo","Avg_Flying_Pelo","TeamMembers","MemberIDs","MemberSex","AvgAge","MaxAge","MinAge","AvgExp","MaxExp","MinExp","Points"
"Germany",2014,25,1,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",5990.26354691578,5858.7996390118,5924.72641305125,5347.88538228272,5971.544721381,5761.74972667185,5907.65075738362,5349.35725653815,1497.56588672894,1464.69990975295,1481.18160326281,1336.97134557068,1492.88618034525,1440.43743166796,1476.9126893459,1337.33931413454,"Severin Freund,Marinus Kraus,Andreas Wank,Andreas Wellinger","36,930,79,553","M,M,M,M",23.3141683778234,25.9986310746064,18.4750171115674,79.25,132,24,100
"Austria",2014,25,2,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",6255.18324333182,5908.26482070173,6140.2458300714,5680.37577093079,6244.72297000579,5667.38838038123,6130.01157001962,5673.01555933314,1563.79581083295,1477.06620517543,1535.06145751785,1420.0939427327,1561.18074250145,1416.84709509531,1532.5028925049,1418.25388983328,"Thomas Morgenstern,Thomas Diethart,Gregor Schlierenzauer,Michael Hayböck","2,83,20,66","M,M,M,M",24.0876112251882,27.3018480492813,21.9794661190965,128.5,252,16,80
"Japan",2014,25,3,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",6133.18934109453,5841.28802547278,6032.4634924117,5432.04270959738,6125.53909056445,5778.40582012983,6024.98638717132,5409.97381651803,1533.29733527363,1460.3220063682,1508.11587310292,1358.01067739934,1531.38477264111,1444.60145503246,1506.24659679283,1352.49345412951,"Daiki Ito,Noriaki Kasai,Taku Takeuchi,Reruhi Shimizu","15,30,33,555","M,M,M,M",29.1991786447639,41.700205338809,20.2053388090349,201.25,445,29,60
"Poland",2014,25,4,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",6112.28236341714,5688.54306591516,6035.23214713281,5520.38478641238,6108.60736509331,5448.03571317339,6031.53489728596,5522.19191334031,1528.07059085428,1422.13576647879,1508.8080367832,1380.0961966031,1527.15184127333,1362.00892829335,1507.88372432149,1380.54797833508,"Piotr Zyla,Maciej Kot,Kamil Stoch,Jan Ziobro","98,103,40,271","M,M,M,M",24.7926078028747,27.088295687885,22.652977412731,109.25,205,28,50
"Slovenia",2014,25,5,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",6112.82043720488,5508.73257609435,5997.32222037593,5746.99124583467,6113.76199801116,5172.57501099031,5997.35812312701,5660.39323566687,1528.20510930122,1377.18314402359,1499.33055509398,1436.74781145867,1528.44049950279,1293.14375274758,1499.33953078175,1415.09830891672,"Peter Prevc,Jurij Tepes,Robert Kranjec,Jernej Damjan","18,49,39,94","M,M,M,M",27.4339493497604,32.5913757700205,21.409993155373,169.25,271,110,45
"Norway",2014,25,6,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",6035.16063452508,5881.7510186904,5987.98651842507,5553.69919559627,6039.43606781895,5867.48040337,5991.82906201032,5513.49371318808,1508.79015863127,1470.4377546726,1496.99662960627,1388.42479889907,1509.85901695474,1466.8701008425,1497.95726550258,1378.37342829702,"Anders Fannemel,Rune Velta,Anders Bardal,Anders Jacobsen","134,62,19,16","M,M,M,M",26.958932238193,31.4852840520192,22.7679671457906,133,256,52,40
"Czechia",2014,25,7,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",5454.12686610672,5242.82919008172,5392.00006436799,5306.30692472503,5453.99940308005,5105.39994249651,5391.54245675248,5221.83240304026,1363.53171652668,1310.70729752043,1348.000016092,1326.57673118126,1363.49985077001,1276.34998562413,1347.88561418812,1305.45810076006,"Jakub Janda,Jan Matura,Antonin Hajek,Roman Koudelka","23,28,54,24","M,M,M,M",30.37234770705,35.8110882956879,24.6105407255305,192.75,311,94,36
"Finland",2014,25,8,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",5375.59090493365,5394.53366453085,5331.23980305285,5239.19147320693,5378.80650940052,5508.67918016055,5334.00400975129,5316.60871911103,1343.89772623341,1348.63341613271,1332.80995076321,1309.79786830173,1344.70162735013,1377.16979504014,1333.50100243782,1329.15217977776,"Anssi Koivuranta,Olli Muotka,Janne Ahonen,Jarkko Määttä","59,75,58,53","M,M,M,M",26.7905544147844,36.7720739219712,19.1676933607118,134,399,16,32
"Russia",2014,25,9,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",5154.65396073423,4828.89522148169,5204.76412683804,5159.44526622843,5158.91183812043,5007.74742559043,5209.72918510615,5161.8272469819,1288.66349018356,1207.22380537042,1301.19103170951,1289.86131655711,1289.72795953011,1251.93685639761,1302.43229627654,1290.45681174547,"Dimitry Vassiliev,Ilmir Hazetdinov,Alexey Romashov,Denis Kornilov","99,443,558,29","M,M,M,M",26.444900752909,34.1464750171116,21.8206707734428,108.5,205,14,29
"USA",2014,25,10,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",4853.44868773552,4853.86312147852,4929.36641001366,5001.29547571276,4857.62778031991,5053.14390267112,4934.4314889589,5056.34202028862,1213.36217193388,1213.46578036963,1232.34160250341,1250.32386892819,1214.40694507998,1263.28597566778,1233.60787223973,1264.08550507215,"Anders Johnson,Peter Frenette,Nicholas Fairall,Nicholas Alexander","175,100,174,126","M,M,M,M",24.2265571526352,25.4839151266256,21.9822039698836,15.5,20,11,26
"South Korea",2014,25,11,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",4753.46836704835,4660.27058506916,4794.13262228912,4895.67394480928,4760.7464048291,4731.4417169278,4801.45332951067,4926.27061880748,1188.36709176209,1165.06764626729,1198.53315557228,1223.91848620232,1190.18660120727,1182.86042923195,1200.36333237767,1231.56765470187,"Seou Choi,Hyun-Ki Kim,Heung Chul Choi,Chil-Gu Kang","1663,124,73,199","M,M,M,M",30.9917864476386,32.208076659822,29.5277207392197,50,81,25,24
"Canada",2014,25,12,2014-02-17,"Sochi","Russia","Olympic Winter Games",140,4,"Team Large","M",5079.70711184584,4984.56946059985,5059.75681078939,5096.57535732758,5096.19131626888,5101.06020686886,5074.70519174188,5154.90017087812,1269.92677796146,1246.14236514996,1264.93920269735,1274.1438393319,1274.04782906722,1275.26505171722,1268.67629793547,1288.72504271953,"Trevor Morrice,Dusty Korek,Mackenzie Boyd-Clowes,Matthew Rowley","1396,875,95,1664","M,M,M,M",21.1362080766598,22.6009582477755,18.8336755646817,12.5,41,1,22
"Austria",2014,28,1,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",6213.51168510022,5765.42326147459,6111.18160383506,5485.12349824598,6200.79743288361,5504.81971414798,6099.20875680626,5436.9612722674,1553.37792127506,1441.35581536865,1527.79540095877,1371.2808745615,1550.1993582209,1376.204928537,1524.80218920156,1359.24031806685,"Gregor Schlierenzauer,Stefan Kraft,Michael Hayböck,Thomas Diethart","20,432,66,83","M,M,M,M",22.4866529774127,24.145106091718,20.7994524298426,77,188,19,100
"Germany",2014,28,2,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",5971.76140658868,5858.7996390118,5910.51630706161,5347.88538228272,5960.50233404247,5761.74972667185,5900.25345820914,5349.35725653815,1492.94035164717,1464.69990975295,1477.6290767654,1336.97134557068,1490.12558351062,1440.43743166796,1475.06336455229,1337.33931413454,"Andreas Wank,Andreas Wellinger,Marinus Kraus,Severin Freund","79,553,930,36","M,M,M,M",23.347022587269,26.031485284052,18.507871321013,82.25,135,27,80
"Norway",2014,28,3,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",5955.97571242508,5735.12484146604,5879.76326917106,5472.30779552193,5948.78394877892,5780.58261985431,5872.94657492335,5479.88065651826,1488.99392810627,1433.78121036651,1469.94081729277,1368.07694888048,1487.19598719473,1445.14565496358,1468.23664373084,1369.97016412956,"Anders Bardal,Rune Velta,Andreas Stjernen,Anders Fannemel","19,62,51,134","M,M,M,M",26.1300479123888,31.5181382614647,22.8008213552361,113.25,259,55,60
"Slovenia",2014,28,4,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",5966.03512412689,5421.39751177601,5878.45049517768,5465.99632448823,5963.40246933578,5201.16472797019,5875.73086644144,5342.77583891722,1491.50878103172,1355.349377944,1469.61262379442,1366.49908112206,1490.85061733394,1300.29118199255,1468.93271661036,1335.6939597293,"Jurij Tepes,Peter Prevc,Jernej Damjan,Nejc Dezman","49,18,94,433","M,M,M,M",24.6180698151951,30.7597535934292,21.2292950034223,107.5,184,15,50
"Finland",2014,28,5,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",5355.37502004428,5367.15905833116,5348.52266479872,5310.66829795614,5349.48422999802,5477.19508838772,5343.60631233882,5348.57063015801,1338.84375501107,1341.78976458279,1337.13066619968,1327.66707448904,1337.3710574995,1369.29877209693,1335.90157808471,1337.1426575395,"Janne Ahonen,Anssi Koivuranta,Ville Larinto,Lauri Asikainen","58,59,13,559","M,M,M,M",27.7775496235455,36.8049281314168,23.8877481177276,137.75,402,30,45
"Czechia",2014,28,6,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",5472.97795901475,5242.82919008172,5411.83296203476,5306.30692472503,5473.09836464281,5105.39994249651,5411.7135374112,5221.83240304026,1368.24448975369,1310.70729752043,1352.95824050869,1326.57673118126,1368.2745911607,1276.34998562413,1352.9283843528,1305.45810076006,"Roman Koudelka,Antonin Hajek,Jan Matura,Jakub Janda","24,54,28,23","M,M,M,M",30.4052019164955,35.8439425051335,24.643394934976,195.75,314,97,40
"Poland",2014,28,7,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",5974.30811623014,5581.34513691826,5915.13773135608,5388.9361688084,5985.19814506243,5348.15734478133,5924.82006346326,5398.78134486333,1493.57702905754,1395.33628422956,1478.78443283902,1347.2340422021,1496.29953626561,1337.03933619533,1481.20501586581,1349.69533621583,"Jan Ziobro,Maciej Kot,Kamil Stoch,Dawid Kubacki","271,103,40,69","M,M,M,M",24.0376454483231,26.7679671457906,22.6858316221766,98.5,208,30,36
"Japan",2014,28,8,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",5431.93123800816,5549.0226293119,5374.28318528638,5069.44842789897,5440.59279875544,5557.98234040508,5381.85610635238,5062.49400182237,1357.98280950204,1387.25565732798,1343.5707963216,1267.36210697474,1360.14819968886,1389.49558510127,1345.4640265881,1265.62350045559,"Shohei Tochimoto,Reruhi Shimizu,Yuta Watase,Taku Takeuchi","25,555,82,33","M,M,M,M",25.6933607118412,31.5619438740589,20.2381930184805,88.25,137,31,32
"Russia",2014,28,9,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",5117.654543195,4828.89522148169,5164.16161281395,5159.44526622843,5126.6590220977,5007.74742559043,5173.21334789599,5161.8272469819,1279.41363579875,1207.22380537042,1291.04040320349,1289.86131655711,1281.66475552443,1251.93685639761,1293.303336974,1290.45681174547,"Alexey Romashov,Dimitry Vassiliev,Ilmir Hazetdinov,Denis Kornilov","558,99,443,29","M,M,M,M",26.4777549623546,34.1793292265572,21.8535249828884,111,208,16,29
"Kazakhstan",2014,28,10,2014-03-01,"Lahti","Finland","World Cup",130,4,"Team Large","M",4929.09052296138,4953.64506950929,4950.78997352043,5028.11399247357,4940.10258209739,5050.87295870804,4961.29078121387,5085.96472009982,1232.27263074034,1238.41126737732,1237.69749338011,1257.02849811839,1235.02564552435,1262.71823967701,1240.32269530347,1271.49118002495,"Alexey Korolev,Radik Zhaparov,Sabirzhan Muminov,Marat Zhaparov","152,71,916,1554","M,M,M,M",26.6837782340862,30.1629021218344,19.8740588637919,25,65,3,26
"Austria",2014,35,1,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",6303.6639184325,5883.85542987699,6213.19972834073,5618.0411481814,6290.27336662615,5715.87924009681,6200.71782049483,5602.19900376319,1575.91597960812,1470.96385746925,1553.29993208518,1404.51028704535,1572.56834165654,1428.9698100242,1550.17945512371,1400.5497509408,"Stefan Kraft,Gregor Schlierenzauer,Andreas Kofler,Thomas Diethart","432,20,3,83","M,M,M,M",24.2436687200548,29.845311430527,20.8569472963723,129,251,26,100
"Poland",2014,35,2,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",6129.92150312087,5731.18987162207,6056.67082396415,5555.4129752601,6118.2452519005,5553.38772785749,6045.96045303456,5526.02398120877,1532.48037578022,1432.79746790552,1514.16770599104,1388.85324381503,1529.56131297513,1388.34693196437,1511.49011325864,1381.50599530219,"Maciej Kot,Kamil Stoch,Piotr Zyla,Klemens Muranka","103,40,98,109","M,M,M,M",24.0862422997947,27.1786447638604,19.5564681724846,115.75,215,30,80
"Norway",2014,35,3,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",6079.99410602009,5734.74748464078,6009.99756743358,5581.80211507472,6072.23945747762,5725.56852083784,6002.82055022627,5576.26831079337,1519.99852650502,1433.6868711602,1502.49939185839,1395.45052876868,1518.05986436941,1431.39213020946,1500.70513755657,1394.06707769834,"Tom Hilde,Anders Bardal,Anders Fannemel,Andreas Stjernen","14,19,134,51","M,M,M,M",26.643394934976,31.5756331279945,22.8583162217659,139,266,61,60
"Germany",2014,35,4,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",5976.62790345183,5846.74020975363,5937.47144953547,5390.43883393087,5972.00938216728,5838.38483759026,5933.54528685843,5367.38476515883,1494.15697586296,1461.68505243841,1484.36786238387,1347.60970848272,1493.00234554182,1459.59620939756,1483.38632171461,1341.84619128971,"Marinus Kraus,Severin Freund,Richard Freitag,Andreas Wank","930,36,74,79","M,M,M,M",24.4140999315537,26.0889801505818,22.6036960985626,99.75,142,33,50
"Slovenia",2014,35,5,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",5871.6622746368,5468.75488162167,5810.94696471611,5521.58304901765,5870.00439528666,5277.37051785347,5809.4222007535,5543.86244979398,1467.9155686592,1367.18872040542,1452.73674117903,1380.39576225441,1467.50109882167,1319.34262946337,1452.35555018837,1385.96561244849,"Nejc Dezman,Robert Kranjec,Cene Prevc,Peter Prevc","433,39,879,18","M,M,M,M",23.3737166324435,32.6817248459959,18.0260095824778,104.25,274,2,45
"Japan",2014,35,6,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",5649.37855244624,5463.65015142458,5555.05860081315,5279.74403084123,5649.04376523413,5368.63044608475,5554.23594480029,5242.72119167423,1412.34463811156,1365.91253785614,1388.76465020329,1319.93600771031,1412.26094130853,1342.15761152119,1388.55898620007,1310.68029791856,"Reruhi Shimizu,Kento Sakuyama,Yuta Watase,Noriaki Kasai","555,148,82,30","M,M,M,M",29.3559206023272,41.7905544147844,20.2956878850103,153,453,15,40
"Czechia",2014,35,7,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",5589.48826719667,5242.82919008172,5497.70712901511,5370.59708142085,5593.19613701962,5105.39994249651,5500.40330613775,5298.7304149351,1397.37206679917,1310.70729752043,1374.42678225378,1342.64927035521,1398.2990342549,1276.34998562413,1375.10082653444,1324.68260373378,"Jakub Janda,Roman Koudelka,Antonin Hajek,Jan Matura","23,24,54,28","M,M,M,M",30.4626967830253,35.9014373716632,24.7008898015058,202.75,321,104,36
"Switzerland",2014,35,8,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",5377.13331913998,5167.54073490626,5348.6071880567,5320.00288370884,5382.35446650126,5161.78317134696,5353.46618076878,5335.13364072306,1344.28332978499,1291.88518372656,1337.15179701417,1330.00072092721,1345.58861662532,1290.44579283674,1338.3665451922,1333.78341018076,"Gregor Deschwanden,Simon Ammann,Marco Grigoli,Gabriel Karlen","273,4,50,1639","M,M,M,M",24.684462696783,32.7392197125257,20.0328542094456,100.75,319,1,32
"Finland",2014,35,9,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",5300.38528185651,5209.6329434745,5289.96395612224,5135.25190743531,5308.90297539164,5263.48872221387,5297.99409500114,5129.56985005822,1325.09632046413,1302.40823586863,1322.49098903056,1283.81297685883,1327.22574384791,1315.87218055347,1324.49852375029,1282.39246251456,"Ville Larinto,Anssi Koivuranta,Lauri Asikainen,Sebastian Klinga","13,59,559,1175","M,M,M,M",24.0951403148528,25.7166324435318,21.9028062970568,42.75,71,4,29
"Russia",2014,35,10,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",5041.17288259482,4828.89522148169,5073.2148029982,5161.1055576373,5050.65029399317,5007.74742559043,5082.5319731801,5154.37333803011,1260.29322064871,1207.22380537042,1268.30370074955,1290.27638940933,1262.66257349829,1251.93685639761,1270.63299329502,1288.59333450753,"Denis Kornilov,Alexey Romashov,Ilmir Hazetdinov,Dimitry Vassiliev","29,558,443,99","M,M,M,M",26.5352498288843,34.2368240930869,21.9110198494182,115,213,19,26
"Italy",2014,35,11,2014-03-22,"Planica","Slovenia","World Cup",139,4,"Team Large","M",4944.03720978799,4941.87895772183,4952.44404672625,4955.47561844594,4956.54572708626,5017.03413688486,4964.18444646603,5049.94883571946,1236.009302447,1235.46973943046,1238.11101168156,1238.86890461148,1239.13643177157,1254.25853422122,1241.04611161651,1262.48720892987,"Sebastian Colloredo,Davide Bresadola,Roberto Dellasega,Federico Cecon","37,118,791,909","M,M,M,M",23.9014373716632,26.5325119780972,19.7782340862423,54.5,153,1,24
"Germany",2015,1,1,2014-11-22,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5847.45906404511,5795.15709125113,5821.76787629549,5437.55212226277,5828.97641775234,5888.20134724448,5803.93576367905,5423.62146764739,1461.86476601128,1448.78927281278,1455.44196907387,1359.38803056569,1457.24410443808,1472.05033681112,1450.98394091976,1355.90536691185,"Severin Freund,Richard Freitag,Markus Eisenbichler,Andreas Wellinger","36,74,275,553","M,M,M,M",23.170431211499,26.5325119780972,19.2361396303901,76.75,144,12,100
"Japan",2015,1,2,2014-11-22,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",6044.88595618857,5841.28802547278,5956.31580064513,5506.49369352218,6033.65900492928,5778.40582012983,5944.71486909051,5450.9363563297,1511.22148904714,1460.3220063682,1489.07895016128,1376.62342338054,1508.41475123232,1444.60145503246,1486.17871727263,1362.73408908242,"Noriaki Kasai,Taku Takeuchi,Daiki Ito,Reruhi Shimizu","30,33,15,555","M,M,M,M",29.9603011635866,42.4613278576318,20.9664613278576,208.5,455,40,80
"Norway",2015,1,3,2014-11-22,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5943.44266709171,5881.7510186904,5894.84914721665,5619.47049477946,5934.68447018311,5867.48040337,5886.15215539049,5574.07866544654,1485.86066677293,1470.4377546726,1473.71228680416,1404.86762369487,1483.67111754578,1466.8701008425,1471.53803884762,1393.51966636163,"Anders Jacobsen,Anders Fannemel,Rune Velta,Anders Bardal","16,134,62,19","M,M,M,M",27.7200547570157,32.2464065708419,23.5290896646133,142.25,268,63,60
"Finland",2015,1,4,2014-11-22,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5225.93850654676,5219.08232685083,5181.86546212183,5068.8132481875,5210.83916308627,5250.24081098154,5166.90908538037,5100.50865523099,1306.48462663669,1304.77058171271,1295.46636553046,1267.20331204687,1302.70979077157,1312.56020274538,1291.72727134509,1275.12716380775,"Sami Niemi,Anssi Koivuranta,Jarkko Määttä,Lauri Asikainen","48,59,53,559","M,M,M,M",23.8918548939083,26.3874058863792,19.9288158795346,39.5,72,17,50
