"Nation","Season","Race","Place","Date","City","Country","Event","HillSize","TeamSize","RaceType","Sex","Total_Elo","Total_Normal_Elo","Total_Large_Elo","Total_Flying_Elo","Total_Pelo","Total_Normal_Pelo","Total_Large_Pelo","Total_Flying_Pelo","Avg_Elo","Avg_Normal_Elo","Avg_Large_Elo","Avg_Flying_Elo","Avg_Pelo","Avg_Normal_Pelo","Avg_Large_Pelo","Avg_Flying_Pelo","TeamMembers","MemberIDs","MemberSex","AvgAge","MaxAge","MinAge","AvgExp","MaxExp","MinExp","Points"
"Kazakhstan",2018,1,12,2017-11-18,"Wisla","Poland","World Cup",134,4,"Team Large","M",4949.34339850207,4936.06378436827,4974.24719089035,5052.28531695635,4966.30772862544,4984.41991343089,4992.89769086975,5108.04683757346,1237.33584962552,1234.01594609207,1243.56179772259,1263.07132923909,1241.57693215636,1246.10497835772,1248.22442271744,1277.01170939337,"Sergey Tkachenko,Sabirzhan Muminov,Alexey Korolev,Marat Zhaparov","1865,916,152,1554","M,M,M,M",26.5838466803559,33.8809034907598,18.4476386036961,14.5,30,3,22
"Norway",2018,3,1,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",6144.83565015876,5800.73634966502,6003.22369499057,5622.52778351759,6130.06281653742,5730.82442482527,5986.17044141485,5697.09151002069,1536.20891253969,1450.18408741626,1500.80592374764,1405.6319458794,1532.51570413436,1432.70610620632,1496.54261035371,1424.27287750517,"Johann Forfang,Daniel-Andrè Tande,Robert Johansson,Anders Fannemel","902,897,1413,134","M,M,M,M",25.1115674195756,27.6769336071184,22.3956194387406,94.75,158,52,100
"Germany",2018,3,2,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",6027.11734071662,5870.23431688789,5993.5950430631,5388.58545557138,6014.85519810069,5676.61276279273,5981.05099502447,5439.37506543319,1506.77933517915,1467.55857922197,1498.39876076577,1347.14636389284,1503.71379952517,1419.15319069818,1495.26274875612,1359.8437663583,"Pius Paschke,Richard Freitag,Markus Eisenbichler,Andreas Wellinger","1556,74,275,553","M,M,M,M",25.6735112936345,27.5181382614647,22.2450376454483,110.75,206,14,80
"Japan",2018,3,3,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",5369.12082953427,5209.00590368768,5340.55614495711,5311.86038983076,5351.27596719002,5357.70105615603,5322.00601045914,5353.62583566724,1342.28020738357,1302.25147592192,1335.13903623928,1327.96509745769,1337.81899179751,1339.42526403901,1330.50150261478,1338.40645891681,"Noriaki Kasai,Junshiro Kobayashi,Ryoyu Kobayashi,Taku Takeuchi","30,266,1637,33","M,M,M,M",30.8733744010951,45.4702258726899,21.0458590006845,222.5,557,33,60
"Austria",2018,3,4,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",6140.76806080954,5906.30292544304,6086.69615174707,5533.24274724907,6139.09648184728,5758.19042915212,6085.02567468102,5599.35040243072,1535.19201520238,1476.57573136076,1521.67403793677,1383.31068681227,1534.77412046182,1439.54760728803,1521.25641867026,1399.83760060768,"Daniel Huber,Michael Hayböck,Stefan Kraft,Manuel Fettner","1831,66,432,17","M,M,M,M",27.1498973305955,32.4407939767283,24.5366187542779,137.75,210,8,50
"Slovenia",2018,3,5,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",5575.37756580616,5514.43538776809,5494.5761295982,5389.98965043234,5569.90411879792,5533.26401441014,5488.21758459381,5423.51723580275,1393.84439145154,1378.60884694202,1373.64403239955,1347.49741260808,1392.47602969948,1383.31600360254,1372.05439614845,1355.87930895069,"Anze Lanisek,Peter Prevc,Anze Semenic,Jernej Damjan","1166,18,790,94","M,M,M,M",26.3983572895277,34.4969199178645,21.5989048596851,144.5,253,35,45
"Poland",2018,3,6,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",6255.10039105345,5911.612975375,6174.97492005178,5526.71969439508,6264.97588552802,5669.51543631055,6184.85086896492,5584.37611105304,1563.77509776336,1477.90324384375,1543.74373001295,1381.67992359877,1566.24397138201,1417.37885907764,1546.21271724123,1396.09402776326,"Dawid Kubacki,Maciej Kot,Kamil Stoch,Piotr Zyla","69,103,40,98","M,M,M,M",28.8836413415469,30.8583162217659,26.4640657084189,215,307,160,40
"Switzerland",2018,3,7,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",5088.48210952334,5181.07728916157,5059.7257444181,5233.0575588759,5084.56351870327,5201.82676842213,5055.65632224213,5246.19135728582,1272.12052738083,1295.26932229039,1264.93143610453,1308.26438971898,1271.14087967582,1300.45669210553,1263.91408056053,1311.54783932145,"Killian Peier,Simon Ammann,Andreas Schuler,Gregor Deschwanden","882,4,1633,273","M,M,M,M",26.9329226557153,36.4188911704312,21.9055441478439,146,403,8,36
"Russia",2018,3,8,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",5117.71057095959,5200.64707352212,5127.97197849911,5046.07900256091,5118.91463268886,5207.6341942689,5129.9071579175,5018.97465546335,1279.4276427399,1300.16176838053,1281.99299462478,1261.51975064023,1279.72865817221,1301.90854856722,1282.47678947938,1254.74366386584,"Roman Trofimov,Mikhail Nazarov,Evgeniy Klimov,Denis Kornilov","44,1632,1620,29","M,M,M,M",26.5537303216975,31.27446954141,23.1156741957563,88,267,6,32
"Italy",2018,3,9,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",4973.40427506686,4860.00417667352,4974.38402290592,5007.60377772806,4976.85199792303,4906.55022229314,4978.45735282794,4980.95161475894,1243.35106876672,1215.00104416838,1243.59600572648,1251.90094443201,1244.21299948076,1226.63755557329,1244.61433820698,1245.23790368974,"Alex Insam,Sebastian Colloredo,Zeno di Lenardo,Davide Bresadola","915,37,927,118","M,M,M,M",25.3641341546886,30.2121834360027,19.9342915811088,71.5,192,2,29
"Finland",2018,3,10,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",5013.72779755083,4993.95729591075,5029.96588058277,5168.629748626,5022.45211943469,5027.65471950029,5039.81246607204,5166.34117972418,1253.43194938771,1248.48932397769,1257.49147014569,1292.1574371565,1255.61302985867,1256.91367987507,1259.95311651801,1291.58529493104,"Antti Aalto,Jarkko Määttä,Janne Ahonen,Andreas Alamommo","924,53,58,1832","M,M,M,M",26.2635181382615,40.5420944558522,18.9240246406571,134.5,438,3,26
"Czechia",2018,3,11,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",5242.90136459953,5294.86693689846,5194.41343062873,5219.11545977287,5260.10071101418,5323.85624071572,5212.08017422937,5222.48877620337,1310.72534114988,1323.71673422462,1298.60335765718,1304.77886494322,1315.02517775354,1330.96406017893,1303.02004355734,1305.62219405084,"Viktor Polasek,Tomas Vancura,Vojtech Stursa,Roman Koudelka","1848,1911,272,24","M,M,M,M",23.0643394934976,28.3805612594114,20.3559206023272,81.25,265,14,24
"Kazakhstan",2018,3,12,2017-11-25,"Kuusamo","Finland","World Cup",142,4,"Team Large","M",4852.83100689301,4897.73105998162,4867.43186094001,5044.05348857155,4868.32351490657,4992.04053077335,4884.27995395529,5091.06222204189,1213.20775172325,1224.4327649954,1216.857965235,1261.01337214289,1217.08087872664,1248.01013269334,1221.06998848882,1272.76555551047,"Alexey Korolev,Sergey Tkachenko,Nikolay Karpenko,Marat Zhaparov","152,1865,137,1554","M,M,M,M",29.7734428473648,36.2929500342231,18.466803559206,28,61,4,22
"Norway",2018,7,1,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",6239.16152109668,5800.73634966502,6120.45087164329,5622.52778351759,6226.19003210031,5730.82442482527,6105.84416740106,5697.09151002069,1559.79038027417,1450.18408741626,1530.11271791082,1405.6319458794,1556.54750802508,1432.70610620632,1526.46104185026,1424.27287750517,"Daniel-Andrè Tande,Johann Forfang,Anders Fannemel,Robert Johansson","897,902,134,1413","M,M,M,M",25.1498973305955,27.7152635181383,22.4339493497604,98.5,161,56,100
"Poland",2018,7,2,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",6284.04535627711,5911.612975375,6211.45727325322,5526.71969439508,6276.32369369139,5669.51543631055,6203.10084814612,5584.37611105304,1571.01133906928,1477.90324384375,1552.8643183133,1381.67992359877,1569.08092342285,1417.37885907764,1550.77521203653,1396.09402776326,"Piotr Zyla,Maciej Kot,Kamil Stoch,Dawid Kubacki","98,103,40,69","M,M,M,M",28.9219712525667,30.8966461327858,26.5023956194387,219,311,164,80
"Germany",2018,7,3,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",6304.68615605851,6017.743111345,6266.18257834484,5428.98444785298,6301.79217760175,5849.79146603068,6263.35391726141,5469.39346806233,1576.17153901463,1504.43577783625,1566.54564458621,1357.24611196324,1575.44804440044,1462.44786650767,1565.83847931535,1367.34836701558,"Richard Freitag,Andreas Wellinger,Karl Geiger,Markus Eisenbichler","74,553,554,275","M,M,M,M",25.0287474332649,26.6858316221766,22.2833675564682,132.75,210,90,60
"Slovenia",2018,7,4,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",5610.08818014494,5404.79987255298,5549.04539764954,5413.32443214804,5602.1156305279,5497.05009159812,5540.45501442173,5450.96992017416,1402.52204503623,1351.19996813825,1387.26134941239,1353.33110803701,1400.52890763198,1374.26252289953,1385.11375360543,1362.74248004354,"Peter Prevc,Anze Semenic,Tilen Bartol,Jernej Damjan","18,790,1840,94","M,M,M,M",26.1889117043121,34.5352498288843,20.6461327857632,136,257,11,50
"Austria",2018,7,5,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",6099.62093033655,5886.63379503467,6056.95038562759,5560.04019297391,6102.86017152109,5805.83791538612,6060.48132361506,5623.57669761636,1524.90523258414,1471.65844875867,1514.2375964069,1390.01004824348,1525.71504288027,1451.45947884653,1515.12033090377,1405.89417440409,"Gregor Schlierenzauer,Stefan Kraft,Manuel Fettner,Manuel Poppinger","20,432,17,85","M,M,M,M",28.3832991101985,32.4791238877481,24.5749486652977,173.5,251,72,45
"Japan",2018,7,6,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",5404.38798980382,5209.00590368768,5375.51030914332,5311.86038983076,5402.7940532652,5357.70105615603,5373.99471347641,5353.62583566725,1351.09699745095,1302.25147592192,1343.87757728583,1327.96509745769,1350.6985133163,1339.42526403901,1343.4986783691,1338.40645891681,"Ryoyu Kobayashi,Junshiro Kobayashi,Taku Takeuchi,Noriaki Kasai","1637,266,33,30","M,M,M,M",30.911704312115,45.5085557837098,21.0841889117043,224,558,34,40
"Finland",2018,7,7,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",5070.01830630498,5133.08725912638,5056.70108166015,5242.41429742566,5068.06673339925,5196.13211012091,5054.99328980764,5253.14653125319,1267.50457657625,1283.27181478159,1264.17527041504,1310.60357435642,1267.01668334981,1299.03302753023,1263.74832245191,1313.2866328133,"Andreas Alamommo,Janne Ahonen,Eetu Nousiainen,Antti Aalto","1832,58,1869,924","M,M,M,M",25.7111567419576,40.580424366872,18.9623545516769,118.25,440,5,36
"Switzerland",2018,7,8,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,3,"Team Large","M",3717.30852705369,3776.8518265355,3701.06203899635,3820.39872372004,3717.70733355115,3803.54951665199,3701.63642253476,3813.65155122009,1239.10284235123,1258.95060884517,1233.68734633212,1273.46624124001,1239.23577785038,1267.849838884,1233.87880751159,1271.21718374003,"Andreas Schuler,Gregor Deschwanden,Killian Peier","1633,273,882","M,M,M",23.8092630618298,26.7816563997262,21.9438740588638,63.6666666666667,134,10,32
"Czechia",2018,7,9,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",5124.71794467436,5212.76245983781,5083.24724978208,5187.48004443789,5131.78219211846,5212.75739172315,5090.54139451945,5185.27064051516,1281.17948616859,1303.19061495945,1270.81181244552,1296.87001110947,1282.94554802962,1303.18934793079,1272.63534862986,1296.31766012879,"Tomas Vancura,Vojtech Stursa,Lukas Hlava,Roman Koudelka","1911,272,41,24","M,M,M,M",26.315537303217,33.2457221081451,21.2457221081451,129.75,266,23,29
"Italy",2018,7,10,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",4846.42717487775,4860.00417667352,4839.64204986415,5024.71305075322,4854.17465644105,4906.55022229314,4848.09770221105,4993.78005970968,1211.60679371944,1215.00104416838,1209.91051246604,1256.17826268831,1213.54366411026,1226.63755557329,1212.02442555276,1248.44501492742,"Davide Bresadola,Alex Insam,Sebastian Colloredo,Roberto Dellasega","118,915,37,791","M,M,M,M",26.7385352498289,30.2505133470226,19.9726214921287,81,194,17,26
"Russia",2018,7,11,2017-12-09,"Titisee-Neustadt","Germany","World Cup",142,4,"Team Large","M",5152.83521163196,5150.28201045905,5140.4389719599,5138.95928976298,5169.49062404278,5121.59358424153,5158.18941452972,5115.05686866892,1288.20880290799,1287.57050261476,1285.10974298997,1284.73982244074,1292.3726560107,1280.39839606038,1289.54735363243,1278.76421716723,"Mikhail Nazarov,Dimitry Vassiliev,Denis Kornilov,Evgeniy Klimov","1632,99,29,1620","M,M,M,M",29.0670773442847,37.9548254620123,23.1540041067762,146.75,271,8,24
"Japan",2018,4,1,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",6368.80744353309,6145.40667150698,5747.35979606473,5088.08237070822,6351.36871891101,6131.76392872366,5792.43629296819,5097.53264703104,1592.20186088327,1536.35166787675,1436.83994901618,1272.02059267706,1587.84217972775,1532.94098218092,1448.10907324205,1274.38316175776,"Yuki Ito,Kaori Iwabuchi,Yuka Seto,Sara Takanashi","5,35,32,3","L,L,L,L",22.5598904859685,24.6351813826146,20.8131416837782,80.5,99,49,100
"Russia",2018,4,2,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",5355.17422112348,5282.74739497637,5232.45404693697,5088.08237070822,5324.55320143008,5260.93378725579,5310.63861840506,5097.53264703104,1338.79355528087,1320.68684874409,1308.11351173424,1272.02059267706,1331.13830035752,1315.23344681395,1327.65965460127,1274.38316175776,"Anastasiya Barannikova,Sofya Tikhonova,Irina Avvakumova,Alexandra Kustova","38,27,6,29","L,L,L,L",23.6748802190281,30.0533880903491,19.0828199863107,68.5,95,34,80
"France",2018,4,3,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",5339.3398133652,5299.655374548,5044.40258252203,5088.08237070822,5315.49028968176,5283.00713002673,5042.8290761786,5097.53264703104,1334.8349533413,1324.913843637,1261.10064563051,1272.02059267706,1328.87257242044,1320.75178250668,1260.70726904465,1274.38316175776,"Julia Clair,Lea Lemare,Lucile Morat,Romane Dieu","33,30,279,268","L,L,L,L",19.6810403832991,23.7426420260096,16.5037645448323,46.5,82,6,60
"Germany",2018,4,4,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",6177.44524292382,5953.20892280654,5607.57036509956,5088.08237070822,6177.83279594711,5951.79419675389,5466.34299203925,5097.53264703104,1544.36131073095,1488.30223070163,1401.89259127489,1272.02059267706,1544.45819898678,1487.94854918847,1366.58574800981,1274.38316175776,"Katharina Schmid,Svenja Würth,Juliane Seyfarth,Carina Vogt","13,22,63,4","L,L,L,L",24.8932238193018,27.8220396988364,21.5660506502396,80.5,93,67,50
"Slovenia",2018,4,5,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",5816.38800198886,5686.79081281112,5344.92496846146,5088.08237070822,5816.69799280068,5686.1894428348,5270.36952984623,5097.53264703104,1454.09700049721,1421.69770320278,1336.23124211536,1272.02059267706,1454.17449820017,1421.5473607087,1317.59238246156,1274.38316175776,"Nika Kriznar,Ursa Bogataj,Spela Rogelj,Ema Klinec","266,20,19,89","L,L,L,L",20.7782340862423,23.1047227926078,17.7713894592745,61,100,16,45
"Austria",2018,4,6,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",5572.65904666603,5533.06978899551,5270.96328323063,5088.08237070822,5574.24140237295,5534.63980259401,5316.15699817085,5097.53264703104,1393.16476166651,1383.26744724888,1317.74082080766,1272.02059267706,1393.56035059324,1383.6599506485,1329.03924954271,1274.38316175776,"Elisabeth Raudaschl,Chiara Kreuzer,Claudia Purker,Jacqueline Seifriedsberger","70,21,254,18","L,L,L,L",21.5859000684463,26.9048596851472,18.9185489390828,45.75,81,7,40
"Norway",2018,4,7,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",5449.52178595549,5390.34392600634,5205.02115816659,5088.08237070822,5454.43015809339,5394.12732933682,5178.92887816786,5097.53264703104,1362.38044648887,1347.58598150159,1301.25528954165,1272.02059267706,1363.60753952335,1348.5318323342,1294.73221954197,1274.38316175776,"Anna Odine Strøm,Maren Lundby,Thea Sofie Kleven,Silje Opseth","44,9,269,221","L,L,L,L",19.6399726214921,23.27446954141,16.9828884325804,33.25,95,1,36
"USA",2018,4,8,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",5206.70838510812,5220.46734564274,5072.05775764453,5088.08237070822,5214.46927647619,5226.90600788228,5057.74917266641,5097.53264703104,1301.67709627703,1305.11683641068,1268.01443941113,1272.02059267706,1303.61731911905,1306.72650197057,1264.4372931666,1274.38316175776,"Sarah Hendrickson,Nita Englund,Abby Ringquist,Nina Lussi","17,26,80,37","L,L,L,L",25.27446954141,28.4873374401095,23.3757700205339,55.25,71,30,32
"Italy",2018,4,9,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",5249.45970999123,5190.52048641652,5182.67223452843,5088.08237070822,5264.58486388262,5201.06384926928,5134.16849384576,5097.53264703104,1312.36492749781,1297.63012160413,1295.66805863211,1272.02059267706,1316.14621597065,1300.26596231732,1283.54212346144,1274.38316175776,"Veronica Gianmoena,Manuela Malsiner,Lara Malsiner,Elena Runggaldier","74,95,253,39","L,L,L,L",21.813826146475,27.4360027378508,17.6728268309377,40.75,92,10,29
"Canada",2018,4,10,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",5067.161051666,5088.16362939034,5173.77667119343,5088.08237070822,5084.90094804626,5101.7811527312,5165.59939620516,5097.53264703104,1266.7902629165,1272.04090734758,1293.44416779836,1272.02059267706,1271.22523701157,1275.4452881828,1291.39984905129,1274.38316175776,"Nicole Maurer,Taylor Henrich,Abigail Strate,Natasha Bodnarchuk","275,76,289,273","L,L,L,L",19.0828199863107,22.1245722108145,16.8131416837782,19,60,4,26
"Romania",2018,4,11,2017-12-16,"Hinterzarten","Germany","World Cup",108,4,"Team Normal","L",5048.27061065317,5072.04079330466,5003.83106363213,5088.08237070822,5072.36566533243,5090.20851899667,5035.96563734911,5097.53264703104,1262.06765266329,1268.01019832617,1250.95776590803,1272.02059267706,1268.09141633311,1272.55212974917,1258.99140933728,1274.38316175776,"Daniela Haralambie,Carina Alexandra Militaru,Bianca Elena Stefanuta,Andreea Diana Trambitas","43,247,83,248","L,L,L,L",18.596167008898,20.3394934976044,16.9281314168378,14.25,50,1,24
"Japan",2018,9,1,2018-01-20,"Zao","Japan","World Cup",106,4,"Team Normal","L",6442.63351787122,6217.07582234709,5747.35979606473,5088.08237070822,6431.32931606598,6208.07663363267,5792.43629296819,5097.53264703104,1610.6583794678,1554.26895558677,1436.83994901618,1272.02059267706,1607.8323290165,1552.01915840817,1448.10907324205,1274.38316175776,"Yuka Seto,Yuki Ito,Sara Takanashi,Kaori Iwabuchi","32,5,3,35","L,L,L,L",22.6557152635181,24.7310061601643,20.9089664613279,85.25,104,54,100
"Slovenia",2018,9,2,2018-01-20,"Zao","Japan","World Cup",106,4,"Team Normal","L",5880.87114382971,5743.63487717807,5344.92496846146,5088.08237070822,5869.50409874586,5734.86812640337,5270.36952984623,5097.53264703104,1470.21778595743,1435.90871929452,1336.23124211536,1272.02059267706,1467.37602468647,1433.71703160084,1317.59238246156,1274.38316175776,"Spela Rogelj,Ursa Bogataj,Ema Klinec,Nika Kriznar","19,20,89,266","L,L,L,L",20.8740588637919,23.2005475701574,17.8672142368241,65.5,105,20,80
"Russia",2018,9,3,2018-01-20,"Zao","Japan","World Cup",106,4,"Team Normal","L",5411.51751017098,5326.47333452198,5232.45404693697,5088.08237070822,5399.24223696036,5317.50312470007,5310.63861840506,5097.53264703104,1352.87937754274,1331.61833363049,1308.11351173424,1272.02059267706,1349.81055924009,1329.37578117502,1327.65965460127,1274.38316175776,"Anastasiya Barannikova,Alexandra Kustova,Irina Avvakumova,Sofya Tikhonova","38,29,6,27","L,L,L,L",23.7707049965777,30.1492128678987,19.1786447638604,73.25,100,38,60
"Germany",2018,9,4,2018-01-20,"Zao","Japan","World Cup",106,4,"Team Normal","L",5506.22623659676,5442.74446543333,4862.32802519139,5088.08237070822,5502.56738144808,5440.05041070046,4870.88316527001,5097.53264703104,1376.55655914919,1360.68611635833,1215.58200629785,1272.02059267706,1375.64184536202,1360.01260267512,1217.7207913175,1274.38316175776,"Ramona Straub,Anna Rupprecht,Juliane Seyfarth,Gianina Ernst","79,67,63,28","L,L,L,L",23.0924024640657,27.917864476386,19.0554414784394,54,78,36,50
"Norway",2018,9,5,2018-01-20,"Zao","Japan","World Cup",106,4,"Team Normal","L",5449.70768051422,5380.15474885607,5185.31871318818,5088.08237070822,5451.12320369415,5381.19117912336,5147.48007334395,5097.53264703104,1362.42692012856,1345.03868721402,1296.32967829705,1272.02059267706,1362.78080092354,1345.29779478084,1286.87001833599,1274.38316175776,"Maren Lundby,Anna Odine Strøm,Silje Opseth,Anniken Mork","9,44,221,48","L,L,L,L",22.2190280629706,27.0116358658453,18.7323750855578,41,100,18,45
"Austria",2018,9,6,2018-01-20,"Zao","Japan","World Cup",106,4,"Team Normal","L",5578.31274622428,5544.82037136258,5270.96328323063,5088.08237070822,5589.13906488682,5552.83828143301,5316.15699817085,5097.53264703104,1394.57818655607,1386.20509284065,1317.74082080766,1272.02059267706,1397.28476622171,1388.20957035825,1329.03924954271,1274.38316175776,"Claudia Purker,Lisa Eder,Chiara Kreuzer,Jacqueline Seifriedsberger","254,337,21,18","L,L,L,L",20.741273100616,27.0006844626968,16.4407939767283,43.75,86,2,40
"USA",2018,9,7,2018-01-20,"Zao","Japan","World Cup",106,4,"Team Normal","L",5251.42564106383,5267.26366009978,5002.61161657659,5088.08237070822,5264.03768197506,5276.91878695694,5007.60317499288,5097.53264703104,1312.85641026596,1316.81591502495,1250.65290414415,1272.02059267706,1316.00942049376,1319.22969673923,1251.90079374822,1274.38316175776,"Abby Ringquist,Nita Englund,Tara Geraghty-Moats,Sarah Hendrickson","80,26,40,17","L,L,L,L",25.6105407255305,28.5831622176591,23.4715947980835,60.25,74,43,36
"Canada",2018,9,8,2018-01-20,"Zao","Japan","World Cup",106,4,"Team Normal","L",4889.10505480029,4947.58987216408,5089.99082844401,5088.08237070822,4902.85654729498,4958.31060901311,5143.3501990119,5097.53264703104,1222.27626370007,1236.89746804102,1272.497707111,1272.02059267706,1225.71413682374,1239.57765225328,1285.83754975297,1274.38316175776,"Natasha Bodnarchuk,Taylor Henrich,Abigail Strate,Atsuko Tanaka","273,76,289,94","L,L,L,L",21.1806981519507,25.9876796714579,16.9089664613279,33.5,64,8,32
"Norway",2018,17,1,2018-01-21,"Oberstdorf","Germany","Ski Flying World Championship",225,4,"Team Flying","M",6437.61109457192,5865.1657621483,6308.55796238684,5706.46224229454,6428.63824516652,5738.75021948338,6279.05823334766,5692.97320610776,1609.40277364298,1466.29144053707,1577.13949059671,1426.61556057364,1607.15956129163,1434.68755487085,1569.76455833691,1423.24330152694,"Andreas Stjernen,Johann Forfang,Daniel-Andrè Tande,Robert Johansson","51,902,897,1413","M,M,M,M",25.9637234770705,29.4784394250513,22.5516769336071,104.5,155,66,100
"Slovenia",2018,17,2,2018-01-21,"Oberstdorf","Germany","Ski Flying World Championship",225,4,"Team Flying","M",5832.35010831073,5485.19937884266,5721.29686266175,5545.43175961251,5821.82426741132,5630.47483738799,5704.37105426207,5534.67053494784,1458.08752707768,1371.29984471067,1430.32421566544,1386.35793990313,1455.45606685283,1407.618709347,1426.09276356552,1383.66763373696,"Peter Prevc,Jernej Damjan,Anze Semenic,Domen Prevc","18,94,790,1868","M,M,M,M",25.7741273100616,34.652977412731,18.6338124572211,155.75,267,48,80
"Poland",2018,17,3,2018-01-21,"Oberstdorf","Germany","Ski Flying World Championship",225,4,"Team Flying","M",6217.60211582865,5589.27932137147,6199.03158431247,5434.43872189467,6215.55292352658,5389.33492043208,6175.08331086961,5427.36356405814,1554.40052895716,1397.31983034287,1549.75789607812,1358.60968047367,1553.88823088165,1347.33373010802,1543.7708277174,1356.84089101453,"Stefan Hula,Piotr Zyla,Dawid Kubacki,Kamil Stoch","45,98,69,40","M,M,M,M",30.2128678986995,31.3127994524298,27.8631074606434,224.5,321,169,60
"Germany",2018,17,4,2018-01-21,"Oberstdorf","Germany","Ski Flying World Championship",225,4,"Team Flying","M",6414.64682757675,6067.44018034322,6401.23629579102,5434.852065601,6419.2082732199,5827.23834572803,6409.82325650959,5432.91274377515,1603.66170689419,1516.86004508581,1600.30907394775,1358.71301640025,1604.80206830498,1456.80958643201,1602.4558141274,1358.22818594379,"Markus Eisenbichler,Richard Freitag,Andreas Wellinger,Stephan Leyhe","275,74,553,1169","M,M,M,M",25.4223134839151,26.8035592060233,22.4010951403149,141,218,95,50
"Austria",2018,17,5,2018-01-21,"Oberstdorf","Germany","Ski Flying World Championship",225,4,"Team Flying","M",5914.07373587908,5982.43640287607,5801.3417047324,5588.93858944795,5918.06887379241,5914.81103515463,5773.85789909852,5594.04102702539,1478.51843396977,1495.60910071902,1450.3354261831,1397.23464736199,1479.5172184481,1478.70275878866,1443.46447477463,1398.51025675635,"Stefan Kraft,Michael Hayböck,Manuel Poppinger,Clemens Aigner","432,66,85,1827","M,M,M,M",26.3045859000684,28.6762491444216,24.6926762491444,116.5,192,29,45
"Switzerland",2018,17,6,2018-01-21,"Oberstdorf","Germany","Ski Flying World Championship",225,4,"Team Flying","M",5189.25899156037,5181.07728916157,5161.36040282885,5246.80456376593,5190.62309574556,5201.82676842213,5160.01077768812,5252.42397976096,1297.31474789009,1295.26932229039,1290.34010070721,1311.70114094148,1297.65577393639,1300.45669210553,1290.00269442203,1313.10599494024,"Killian Peier,Simon Ammann,Gregor Deschwanden,Andreas Schuler","882,4,273,1633","M,M,M,M",27.0889801505818,36.5749486652977,22.0616016427105,155.5,415,13,40
"Russia",2018,17,7,2018-01-21,"Oberstdorf","Germany","Ski Flying World Championship",225,4,"Team Flying","M",4976.65970210089,4965.92855434364,4975.94174229746,5095.65705387815,4980.45346361644,5011.87493981136,5015.35395561779,5104.2900233098,1244.16492552522,1241.48213858591,1243.98543557437,1273.91426346954,1245.11336590411,1252.96873495284,1253.83848890445,1276.07250582745,"Alexey Romashov,Dimitry Vassiliev,Denis Kornilov,Mikhail Nazarov","558,99,29,1632","M,M,M,M",29.6303901437372,38.072553045859,23.2717316906229,147.5,279,11,36
"Finland",2018,17,8,2018-01-21,"Oberstdorf","Germany","Ski Flying World Championship",225,4,"Team Flying","M",4915.91543883805,4993.95729591075,4949.04587039938,5108.96463343968,4923.74887218771,5027.65471950029,5007.81364520914,5122.87455094942,1228.97885970951,1248.48932397769,1237.26146759984,1277.24115835992,1230.93721804693,1256.91367987507,1251.95341130228,1280.71863773736,"Antti Aalto,Jarkko Määttä,Eetu Nousiainen,Janne Ahonen","924,53,1869,58","M,M,M,M",26.8323066392882,40.6981519507187,20.7310061601643,140.75,444,9,32
