Nation,Season,Race,Place,Date,City,Country,Event,Sex,TeamSize,RaceType,Distance,MassStart,Team_Elo,Team_Individual_Elo,Team_IndividualCompact_Elo,Team_Sprint_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_IndividualCompact_Pelo,Team_Sprint_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_IndividualCompact_Elo,Avg_Sprint_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_IndividualCompact_Pelo,Avg_Sprint_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Austria,2020,10,4,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,3142.906685693223,3128.6465874005344,2539.9903450853612,2594.9449832555692,2672.815254350116,3134.369639344316,3094.737294011195,2571.4929661721553,2601.1935536703277,2616.463104343916,1571.4533428466116,1564.3232937002672,1269.9951725426806,1297.4724916277846,1336.407627175058,1567.184819672158,1547.3686470055975,1285.7464830860777,1300.5967768351638,1308.231552171958,"Lukas Klapfer,Franz-Josef Rehrl","46,72",30.438056125941138,34.04791238877481,26.82819986310746,167.5,232,103
Norway,2020,10,5,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,3156.7574827592125,3140.644903141746,2539.9903450853612,2546.6762470428644,2626.2770173840877,3151.865273424408,3122.329901504688,2571.4929661721553,2551.5474373779803,2600.0,1578.3787413796063,1570.322451570873,1269.9951725426806,1273.3381235214322,1313.1385086920438,1575.932636712204,1561.164950752344,1285.7464830860777,1275.7737186889901,1300.0,"Jens Lurås Oftebro,Espen Bjørnstad","1329,1092",22.761122518822724,26.04517453798768,19.477070499657767,34.5,50,19
Finland,2020,10,6,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,3088.7152277491796,3080.875036127391,2539.9903450853612,2546.6762470428644,2604.542974830896,3084.756114951375,3102.1726370193937,2571.4929661721553,2551.5474373779803,2600.0,1544.3576138745898,1540.4375180636955,1269.9951725426806,1273.3381235214322,1302.271487415448,1542.3780574756875,1551.0863185096969,1285.7464830860777,1275.7737186889901,1300.0,"Eero Hirvonen,Ilkka Herola","1155,97",24.254620123203285,24.55852156057495,23.95071868583162,123.0,163,83
Italy,2020,10,7,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2942.7541013509185,2932.20022001652,2539.9903450853612,2563.188552710738,2665.6405064064347,2937.272808727589,2939.4029895468266,2571.4929661721553,2563.833047146997,2605.8388712888427,1471.3770506754593,1466.10011000826,1269.9951725426806,1281.594276355369,1332.8202532032174,1468.6364043637946,1469.7014947734133,1285.7464830860777,1281.9165235734986,1302.9194356444214,"Alessandro Pittin,Samuel Costa","8,84",28.5160848733744,29.91649555099247,27.11567419575633,159.0,193,125
Germany,2020,10,8,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,3221.760087944986,3213.4647885189124,2539.9903450853612,2679.647876806444,2858.654856165056,3228.1382907579855,3196.181413191336,2571.4929661721553,2700.844016671357,2683.6457940340006,1610.880043972493,1606.7323942594562,1269.9951725426806,1339.823938403222,1429.327428082528,1614.0691453789927,1598.090706595668,1285.7464830860777,1350.4220083356786,1341.8228970170003,"Johannes Rydzek,Eric Frenzel","14,7",29.616700889801507,31.14031485284052,28.093086926762492,254.5,270,239
Japan,2020,10,9,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2956.7745747266636,2957.7481708579126,2539.9903450853612,2567.768568689451,2674.6651435085687,2957.49284482056,2975.5260080499147,2571.4929661721553,2580.9179915661107,2603.7100065989616,1478.3872873633318,1478.8740854289563,1269.9951725426806,1283.8842843447255,1337.3325717542843,1478.74642241028,1487.7630040249574,1285.7464830860777,1290.4589957830553,1301.8550032994808,"Ryota Yamamoto,Akito Watabe","1154,3",27.148528405201915,31.630390143737166,22.666666666666668,134.5,250,19
France,2020,10,10,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2656.2168827091646,2644.8675835425674,2539.9903450853612,2546.6762470428644,2642.378785359199,2650.160993407355,2664.8921362694955,2571.4929661721553,2551.5474373779803,2600.0,1328.1084413545823,1322.4337917712837,1269.9951725426806,1273.3381235214322,1321.1893926795995,1325.0804967036775,1332.4460681347477,1285.7464830860777,1275.7737186889901,1300.0,"Antoine Gérard,Laurent Muhlethaler","1187,1146",23.43463381245722,24.577686516084874,22.29158110882957,73.0,85,61
Czechia,2020,10,11,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2659.1555058983768,2655.610824659617,2539.9903450853612,2546.6762470428644,2527.2663790862152,2656.3355999006785,2634.702890274854,2571.4929661721553,2551.5474373779803,2600.0,1329.5777529491884,1327.8054123298084,1269.9951725426806,1273.3381235214322,1263.6331895431076,1328.1677999503393,1317.351445137427,1285.7464830860777,1275.7737186889901,1300.0,"Tomáš Portyk,Ondřej Pažout","362,1209",22.650239561943874,23.76728268309377,21.533196440793976,79.0,117,41
Finland,2020,10,12,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2501.8434249977918,2496.3010201341517,2539.9903450853612,2546.6762470428644,2434.697934295369,2496.701092771638,2513.8288147495086,2571.4929661721553,2551.5474373779803,2600.0,1250.9217124988959,1248.1505100670759,1269.9951725426806,1273.3381235214322,1217.3489671476846,1248.350546385819,1256.9144073747543,1285.7464830860777,1275.7737186889901,1300.0,"Wille Karhumaa,Arttu Mäkiaho","1250,1095",20.959616700889804,22.321697467488022,19.59753593429158,42.5,69,16
USA,2020,10,13,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2393.3953634749378,2388.6271844417606,2539.9903450853612,2546.6762470428644,2503.117442916003,2387.9344345922473,2397.362026767269,2571.4929661721553,2551.5474373779803,2600.0,1196.6976817374689,1194.3135922208803,1269.9951725426806,1273.3381235214322,1251.5587214580014,1193.9672172961236,1198.6810133836345,1285.7464830860777,1275.7737186889901,1300.0,"Taylor Fletcher,Ben Loomis","37,1179",25.633127994524298,29.672826830937712,21.593429158110883,105.0,174,36
Italy,2020,10,14,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2396.812753602495,2394.467729285061,2539.9903450853612,2546.6762470428644,2560.9085592797965,2394.5438202341657,2399.7249835208286,2571.4929661721553,2551.5474373779803,2580.0068730145576,1198.4063768012475,1197.2338646425305,1269.9951725426806,1273.3381235214322,1280.4542796398982,1197.2719101170828,1199.8624917604143,1285.7464830860777,1275.7737186889901,1290.0034365072788,"Lukas Runggaldier,Raffaele Buzzi","25,1103",28.47091033538672,32.4517453798768,24.490075290896645,88.5,136,41
Czechia,2020,10,15,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2394.3804646636836,2397.919982750551,2539.9903450853612,2546.6762470428644,2488.628081213875,2395.1719906551234,2408.8863552432995,2571.4929661721553,2551.5474373779803,2600.0,1197.1902323318418,1198.9599913752754,1269.9951725426806,1273.3381235214322,1244.3140406069374,1197.5859953275617,1204.4431776216497,1285.7464830860777,1275.7737186889901,1300.0,"Jan Vytrval,Lukáš Daněk","1239,1142",21.997262149212865,22.313483915126625,21.68104038329911,27.5,28,27
Japan,2020,10,16,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2684.193130808474,2693.114220996418,2539.9903450853612,2546.6762470428644,2574.761764082603,2697.900982878148,2736.235709489937,2571.4929661721553,2551.5474373779803,2600.0,1342.096565404237,1346.557110498209,1269.9951725426806,1273.3381235214322,1287.3808820413014,1348.950491439074,1368.1178547449686,1285.7464830860777,1275.7737186889901,1300.0,"Hideaki Nagai,Go Yamamoto","51,363",30.65571526351814,36.35318275154004,24.958247775496236,116.5,165,68
Poland,2020,10,17,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2478.1372674589256,2491.8001791825063,2539.9903450853612,2546.6762470428644,2547.3880153664236,2487.9337190000642,2501.5598979404213,2571.4929661721553,2551.5474373779803,2600.0,1239.0686337294628,1245.9000895912532,1269.9951725426806,1273.3381235214322,1273.6940076832118,1243.9668595000321,1250.7799489702106,1285.7464830860777,1275.7737186889901,1300.0,"Wojciech Marusarz,Szczepan Kupczak","1121,388",26.872005475701574,27.11841204654346,26.625598904859686,45.0,77,13
Russia,2020,10,18,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2252.4895457900825,2268.0187405278693,2539.9903450853612,2546.6762470428644,2478.96850674579,2258.497872404545,2286.5811915207287,2571.4929661721553,2551.5474373779803,2600.0,1126.2447728950413,1134.0093702639347,1269.9951725426806,1273.3381235214322,1239.484253372895,1129.2489362022725,1143.2905957603643,1285.7464830860777,1275.7737186889901,1300.0,"Alexander Pashaev,Viacheslav Barkov","1423,346",25.065023956194388,28.030116358658454,22.099931553730322,31.0,47,15
Russia,2020,10,19,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2525.532313542342,2491.7005560314497,2539.9903450853612,2546.6762470428644,2547.3880153664236,2543.1455976711577,2503.091030118858,2571.4929661721553,2551.5474373779803,2600.0,1262.766156771171,1245.8502780157248,1269.9951725426806,1273.3381235214322,1273.6940076832118,1271.5727988355789,1251.545515059429,1285.7464830860777,1275.7737186889901,1300.0,"Samir Mastiev,Artem Galunin","368,1766",23.629021218343603,26.99520876112252,20.262833675564682,8.0,15,1
Slovenia,2020,10,20,2020-01-12,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2484.2311966439347,2504.831445956317,2539.9903450853612,2546.6762470428644,2547.3880153664236,2503.5759048587242,2542.7151057239935,2571.4929661721553,2551.5474373779803,2600.0,1242.1155983219674,1252.4157229781586,1269.9951725426806,1273.3381235214322,1273.6940076832118,1251.7879524293621,1271.3575528619967,1285.7464830860777,1275.7737186889901,1300.0,"Ozbej Jelen,Rok Jelen","1412,1369",19.6974674880219,19.783709787816562,19.61122518822724,4.5,6,3
Norway,2020,18,1,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3616.39513838845,3583.9863861570366,2539.9903450853612,2546.6762470428644,2787.2724023804753,3611.068351952177,3570.798446003667,2571.4929661721553,2551.5474373779803,2600.0,1808.197569194225,1791.9931930785183,1269.9951725426806,1273.3381235214322,1393.6362011902377,1805.5341759760886,1785.3992230018334,1285.7464830860777,1275.7737186889901,1300.0,"Jarl Magnus Riiber,Jørgen Graabak","1150,17",25.609856262833674,28.84599589322382,22.373716632443532,128.5,181,76
Germany,2020,18,2,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3109.844565058756,3087.4288960968106,2539.9903450853612,2546.6762470428644,2685.8468704655816,3097.4928014730303,3061.0683652960047,2571.4929661721553,2551.5474373779803,2600.0,1554.922282529378,1543.7144480484053,1269.9951725426806,1273.3381235214322,1342.9234352327908,1548.7464007365152,1530.5341826480023,1285.7464830860777,1275.7737186889901,1300.0,"Manuel Faißt,Terence Weber","36,1137",25.281314168377826,27.132101300479125,23.430527036276523,115.5,159,72
Germany,2020,18,3,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3302.238470132823,3280.310098570669,2539.9903450853612,2546.6762470428644,2777.6128279123905,3297.317873429679,3274.3358169971884,2571.4929661721553,2551.5474373779803,2600.0,1651.1192350664114,1640.1550492853346,1269.9951725426806,1273.3381235214322,1388.8064139561952,1648.6589367148395,1637.1679084985942,1285.7464830860777,1275.7737186889901,1300.0,"Johannes Rydzek,Vinzenz Geiger","14,1182",25.412731006160165,28.22450376454483,22.600958247775495,163.0,247,79
Norway,2020,18,4,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3173.367342631132,3154.37130145018,2539.9903450853612,2546.6762470428644,2626.2770173840877,3168.5482776242325,3141.678352911392,2571.4929661721553,2551.5474373779803,2600.0,1586.683671315566,1577.18565072509,1269.9951725426806,1273.3381235214322,1313.1385086920438,1584.2741388121162,1570.839176455696,1285.7464830860777,1275.7737186889901,1300.0,"Espen Bjørnstad,Espen Andersen","1092,345",26.257357973990416,26.338124572210813,26.17659137577002,78.0,98,58
Austria,2020,18,5,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3120.850609322045,3099.932292179468,2539.9903450853612,2594.9449832555692,2653.4961054139458,3118.138658795091,3091.943787488322,2571.4929661721553,2601.1935536703277,2616.463104343916,1560.4253046610224,1549.966146089734,1269.9951725426806,1297.4724916277846,1326.7480527069729,1559.0693293975455,1545.971893744161,1285.7464830860777,1300.5967768351638,1308.231552171958,"Lukas Klapfer,Martin Fritz","46,1090",29.76454483230664,34.17932922655715,25.349760438056126,157.5,239,76
Austria,2020,18,6,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2830.999202461863,2817.789817435434,2539.9903450853612,2546.6762470428644,2547.3880153664236,2823.9195237259164,2808.1469272047534,2571.4929661721553,2551.5474373779803,2600.0,1415.4996012309316,1408.894908717717,1269.9951725426806,1273.3381235214322,1273.6940076832118,1411.9597618629582,1404.0734636023767,1285.7464830860777,1275.7737186889901,1300.0,"Thomas Wolfgang Jöbstl,Philipp Orter","1094,86",25.23613963039014,26.034223134839152,24.438056125941134,66.0,111,21
Japan,2020,18,7,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3040.7558265677276,3035.6398106687284,2539.9903450853612,2567.768568689451,2674.6651435085687,3041.9881577580345,3033.3280500126593,2571.4929661721553,2580.9179915661107,2603.7100065989616,1520.3779132838638,1517.8199053343642,1269.9951725426806,1283.8842843447255,1337.3325717542843,1520.9940788790173,1516.6640250063297,1285.7464830860777,1290.4589957830553,1301.8550032994808,"Ryota Yamamoto,Akito Watabe","1154,3",27.279945242984255,31.761806981519506,22.798083504449007,142.5,258,27
Finland,2020,18,8,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3066.411908801203,3066.098171438842,2539.9903450853612,2546.6762470428644,2604.542974830896,3071.3679662834375,3055.9226297542145,2571.4929661721553,2551.5474373779803,2600.0,1533.2059544006015,1533.049085719421,1269.9951725426806,1273.3381235214322,1302.271487415448,1535.6839831417187,1527.9613148771073,1285.7464830860777,1275.7737186889901,1300.0,"Ilkka Herola,Eero Hirvonen","97,1155",24.386036960985628,24.689938398357288,24.082135523613964,130.5,171,90
France,2020,18,9,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2747.890266106632,2736.207947397709,2539.9903450853612,2546.6762470428644,2642.378785359199,2747.950948297439,2733.285943907945,2571.4929661721553,2551.5474373779803,2600.0,1373.945133053316,1368.1039736988546,1269.9951725426806,1273.3381235214322,1321.1893926795995,1373.9754741487195,1366.6429719539724,1285.7464830860777,1275.7737186889901,1300.0,"Laurent Muhlethaler,Antoine Gérard","1146,1187",23.56605065023956,24.709103353867214,22.422997946611908,80.0,92,68
Czechia,2020,18,10,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2593.156363759729,2595.090109265888,2539.9903450853612,2546.6762470428644,2527.2663790862152,2592.5110316309547,2601.7474691365774,2571.4929661721553,2551.5474373779803,2600.0,1296.5781818798646,1297.545054632944,1269.9951725426806,1273.3381235214322,1263.6331895431076,1296.2555158154773,1300.8737345682887,1285.7464830860777,1275.7737186889901,1300.0,"Jan Vytrval,Tomáš Portyk","1239,362",22.855578370978783,23.89869952087611,21.812457221081452,77.5,124,31
Italy,2020,18,11,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2788.6891165299403,2793.031871493264,2539.9903450853612,2563.188552710738,2665.6405064064347,2796.053628472192,2827.449704533925,2571.4929661721553,2563.833047146997,2605.8388712888427,1394.3445582649701,1396.515935746632,1269.9951725426806,1281.594276355369,1332.8202532032174,1398.026814236096,1413.7248522669624,1285.7464830860777,1281.9165235734986,1302.9194356444214,"Alessandro Pittin,Samuel Costa","8,84",28.647501711156742,30.04791238877481,27.247091033538673,167.0,201,133
Finland,2020,18,12,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2500.3333155851556,2497.0410227384928,2539.9903450853612,2546.6762470428644,2468.506444933667,2503.5070736601274,2521.5166145782614,2571.4929661721553,2551.5474373779803,2600.0,1250.1666577925778,1248.5205113692464,1269.9951725426806,1273.3381235214322,1234.2532224668334,1251.7535368300637,1260.7583072891307,1285.7464830860777,1275.7737186889901,1300.0,"Leevi Mutru,Arttu Mäkiaho","1100,1095",23.62217659137577,24.791238877481177,22.45311430527036,80.5,91,70
USA,2020,18,13,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2356.97982961056,2358.911925050519,2539.9903450853612,2546.6762470428644,2503.117442916003,2360.157799772792,2364.997380129241,2571.4929661721553,2551.5474373779803,2600.0,1178.48991480528,1179.4559625252596,1269.9951725426806,1273.3381235214322,1251.5587214580014,1180.078899886396,1182.4986900646204,1285.7464830860777,1275.7737186889901,1300.0,"Ben Loomis,Taylor Fletcher","1179,37",25.76454483230664,29.804243668720055,21.724845995893222,109.5,178,41
USA,2020,18,14,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2311.380891774886,2324.7189861305797,2539.9903450853612,2546.6762470428644,2474.1387195117477,2316.7248700280907,2346.4262646021944,2571.4929661721553,2551.5474373779803,2600.0,1155.690445887443,1162.3594930652898,1269.9951725426806,1273.3381235214322,1237.0693597558738,1158.3624350140453,1173.2131323010972,1285.7464830860777,1275.7737186889901,1300.0,"Jasper Good,Jared Shumate","1112,1303",22.39561943874059,23.80561259411362,20.985626283367555,21.5,32,11
China,2020,18,15,2020-02-29,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2500.5010969202312,2469.595599607635,2539.9903450853612,2546.6762470428644,2547.3880153664236,2513.046980747942,2490.4240466427364,2571.4929661721553,2551.5474373779803,2600.0,1250.2505484601156,1234.7977998038175,1269.9951725426806,1273.3381235214322,1273.6940076832118,1256.523490373971,1245.2120233213682,1285.7464830860777,1275.7737186889901,1300.0,"Zihe Zhao,Wancheng Cai","1704,2316",18.373716632443532,19.586584531143053,17.16084873374401,3.5,6,1
Germany,2021,7,1,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3360.5177523255443,3339.6484650658813,2539.9903450853612,2679.647876806444,2868.314430633141,3352.6390657604397,3320.8562646627543,2571.4929661721553,2700.844016671357,2683.6457940340006,1680.2588761627721,1669.8242325329406,1269.9951725426806,1339.823938403222,1434.1572153165705,1676.3195328802199,1660.4281323313771,1285.7464830860777,1350.4220083356786,1341.8228970170003,"Fabian Rießle,Eric Frenzel","15,7",31.117043121149898,32.153319644079396,30.080766598220396,245.0,285,205
Austria,2021,7,2,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3137.015097086966,3118.5319634940242,2539.9903450853612,2546.6762470428644,2575.564251426641,3127.2416445071754,3094.7725898875733,2571.4929661721553,2551.5474373779803,2600.0,1568.507548543483,1559.2659817470121,1269.9951725426806,1273.3381235214322,1287.7821257133205,1563.6208222535877,1547.3862949437867,1285.7464830860777,1275.7737186889901,1300.0,"Lukas Greiderer,Johannes Lamparter","1088,1469",23.35797399041752,27.526351813826146,19.189596167008897,53.5,83,24
Finland,2021,7,3,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3117.958994664764,3107.1493375027817,2539.9903450853612,2546.6762470428644,2604.542974830896,3110.4324300245053,3078.9981912568055,2571.4929661721553,2551.5474373779803,2600.0,1558.979497332382,1553.5746687513908,1269.9951725426806,1273.3381235214322,1302.271487415448,1555.2162150122526,1539.4990956284028,1285.7464830860777,1275.7737186889901,1300.0,"Ilkka Herola,Eero Hirvonen","97,1155",25.267624914442163,25.571526351813826,24.9637234770705,139.5,180,99
Germany,2021,7,4,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2873.0381229579352,2854.549401588536,2539.9903450853612,2546.6762470428644,2667.3302088734495,2862.1595562629464,2848.4004673173695,2571.4929661721553,2551.5474373779803,2600.0,1436.5190614789676,1427.274700794268,1269.9951725426806,1273.3381235214322,1333.6651044367247,1431.0797781314732,1424.2002336586847,1285.7464830860777,1275.7737186889901,1300.0,"Johannes Rydzek,Julian Schmid","14,1348",25.241615331964407,29.10609171800137,21.377138945927445,141.5,255,28
Norway,2021,7,5,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3284.19864381986,3267.097060985796,2539.9903450853612,2546.6762470428644,2726.9000619549433,3286.2217180689295,3258.520389078261,2571.4929661721553,2551.5474373779803,2600.0,1642.09932190993,1633.548530492898,1269.9951725426806,1273.3381235214322,1363.4500309774717,1643.1108590344647,1629.2601945391305,1285.7464830860777,1275.7737186889901,1300.0,"Jørgen Graabak,Espen Bjørnstad","17,1092",28.392881587953458,29.727583846680357,27.058179329226558,127.0,190,64
Norway,2021,7,6,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2661.466565716609,2648.1873961772926,2539.9903450853612,2546.6762470428644,2547.3880153664236,2650.763299191282,2619.2565612773515,2571.4929661721553,2551.5474373779803,2600.0,1330.7332828583044,1324.0936980886463,1269.9951725426806,1273.3381235214322,1273.6940076832118,1325.381649595641,1309.6282806386757,1285.7464830860777,1275.7737186889901,1300.0,"Kasper Moen Flatla,Andreas Skoglund","1230,1449",20.861054072553046,21.900068446269678,19.822039698836413,12.5,15,10
Japan,2021,7,7,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3067.656331845265,3067.5702089916585,2539.9903450853612,2567.768568689451,2733.7526444781524,3070.183859914727,3056.7115054117803,2571.4929661721553,2580.9179915661107,2574.4372122976993,1533.8281659226325,1533.7851044958293,1269.9951725426806,1283.8842843447255,1366.8763222390762,1535.0919299573634,1528.3557527058902,1285.7464830860777,1290.4589957830553,1287.2186061488496,"Akito Watabe,Yoshito Watabe","3,32",30.965092402464066,32.643394934976044,29.286789869952088,238.5,267,210
Austria,2021,7,8,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2951.531067087348,2941.4447075610897,2539.9903450853612,2594.9449832555692,2653.4961054139458,2954.3578266181053,2938.1241121377216,2571.4929661721553,2601.1935536703277,2616.463104343916,1475.765533543674,1470.7223537805448,1269.9951725426806,1297.4724916277846,1326.7480527069729,1477.1789133090526,1469.0620560688608,1285.7464830860777,1300.5967768351638,1308.231552171958,"Lukas Klapfer,Martin Fritz","46,1090",30.646132785763175,35.06091718001369,26.23134839151266,166.0,247,85
Italy,2021,7,9,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2647.6153085641517,2642.3305486897993,2539.9903450853612,2563.188552710738,2631.8319957681365,2645.28325446283,2611.897299440784,2571.4929661721553,2563.833047146997,2605.8388712888427,1323.8076542820759,1321.1652743448997,1269.9951725426806,1281.594276355369,1315.9159978840682,1322.641627231415,1305.948649720392,1285.7464830860777,1281.9165235734986,1302.9194356444214,"Raffaele Buzzi,Alessandro Pittin","1103,8",28.216290212183434,30.929500342231346,25.503080082135522,130.5,207,54
Japan,2021,7,10,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2770.6179536777863,2766.0641937491246,2539.9903450853612,2546.6762470428644,2541.7557407883432,2774.3652776368717,2767.2648550009153,2571.4929661721553,2551.5474373779803,2600.0,1385.3089768388932,1383.0320968745623,1269.9951725426806,1273.3381235214322,1270.8778703941716,1387.1826388184359,1383.6324275004577,1285.7464830860777,1275.7737186889901,1300.0,"Hideaki Nagai,Ryota Yamamoto","51,1154",30.52292950034223,37.36618754277892,23.679671457905545,107.0,179,35
Italy,2021,7,11,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2651.376423259194,2651.216893903367,2539.9903450853612,2546.6762470428644,2594.8834003628112,2654.780565071025,2681.852192351391,2571.4929661721553,2551.5474373779803,2600.0,1325.688211629597,1325.6084469516834,1269.9951725426806,1273.3381235214322,1297.4417001814056,1327.3902825355126,1340.9260961756954,1285.7464830860777,1275.7737186889901,1300.0,"Samuel Costa,Aaron Kostner","84,1193",24.82819986310746,28.128678986995208,21.527720739219713,87.5,142,33
USA,2021,7,12,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2409.906372774366,2409.409428482978,2539.9903450853612,2546.6762470428644,2503.117442916003,2410.148673257735,2390.0733831556713,2571.4929661721553,2551.5474373779803,2600.0,1204.953186387183,1204.704714241489,1269.9951725426806,1273.3381235214322,1251.5587214580014,1205.0743366288675,1195.0366915778357,1285.7464830860777,1275.7737186889901,1300.0,"Taylor Fletcher,Ben Loomis","37,1179",26.646132785763175,30.68583162217659,22.60643394934976,118.0,187,49
France,2021,7,13,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2576.6009299839343,2580.4789126603337,2539.9903450853612,2546.6762470428644,2633.5216982351517,2583.7827729915384,2600.4917367799917,2571.4929661721553,2551.5474373779803,2600.0,1288.3004649919671,1290.2394563301668,1269.9951725426806,1273.3381235214322,1316.7608491175758,1291.8913864957692,1300.2458683899958,1285.7464830860777,1275.7737186889901,1300.0,"Matteo Baud,Antoine Gérard","1765,1187",22.07529089664613,25.590691307323752,18.559890485968513,53.0,100,6
Czechia,2021,7,14,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2431.9644507439543,2433.535044061802,2539.9903450853612,2546.6762470428644,2547.3880153664236,2438.4081767951066,2433.955326504746,2571.4929661721553,2551.5474373779803,2600.0,1215.9822253719772,1216.767522030901,1269.9951725426806,1273.3381235214322,1273.6940076832118,1219.2040883975533,1216.977663252373,1285.7464830860777,1275.7737186889901,1300.0,"Jan Vytrval,Ondřej Pažout","1239,1209",22.62012320328542,22.694045174537987,22.546201232032853,45.5,52,39
USA,2021,7,15,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2411.1106819581823,2426.038917534015,2539.9903450853612,2546.6762470428644,2474.1387195117477,2420.095531055073,2449.0414158285353,2571.4929661721553,2551.5474373779803,2600.0,1205.5553409790912,1213.0194587670076,1269.9951725426806,1273.3381235214322,1237.0693597558738,1210.0477655275365,1224.5207079142676,1285.7464830860777,1275.7737186889901,1300.0,"Niklas Malacinski,Jasper Good","1429,1112",20.899383983572896,24.687200547570157,17.111567419575632,18.5,35,2
Finland,2021,7,16,2021-01-16,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2414.8599277272497,2424.070032786454,2539.9903450853612,2546.6762470428644,2468.506444933667,2426.57097257482,2428.1481757506135,2571.4929661721553,2551.5474373779803,2600.0,1207.4299638636248,1212.035016393227,1269.9951725426806,1273.3381235214322,1234.2532224668334,1213.28548628741,1214.0740878753068,1285.7464830860777,1275.7737186889901,1300.0,"Leevi Mutru,Arttu Mäkiaho","1100,1095",24.503764544832308,25.672826830937712,23.3347022587269,87.5,96,79
